307,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-06-05 04:26:00,1
2019-06-05 04:27:00,2
2019-06-05 05:25:00,1
2019-06-05 05:26:00,1
2019-06-05 05:38:00,1
2019-06-05 05:47:00,1
2019-06-05 05:49:00,1
2019-06-05 05:51:00,1
2019-06-05 05:55:00,1
2019-06-05 05:58:00,1
2019-06-05 06:00:00,1
2019-06-05 06:01:00,1
2019-06-05 06:03:00,1
2019-06-05 06:06:00,1
2019-06-05 06:07:00,1
2019-06-05 06:11:00,1
2019-06-05 07:06:00,1
2019-06-05 07:28:00,1
2019-06-05 07:29:00,1
2019-06-05 07:32:00,1
2019-06-05 07:41:00,1
2019-06-05 07:43:00,1
2019-06-05 07:51:00,1
2019-06-05 08:02:00,1
2019-06-05 08:09:00,1
2019-06-05 08:12:00,1
2019-06-05 08:14:00,1
2019-06-05 08:16:00,1
2019-06-05 08:18:00,1
2019-06-05 08:31:00,1
2019-06-05 08:32:00,1
2019-06-05 08:33:00,1
2019-06-05 10:31:00,6
2019-06-05 13:01:00,2
2019-06-05 13:03:00,2
2019-06-05 13:04:00,1
2019-06-05 13:06:00,3
2019-06-05 13:07:00,1
2019-06-05 13:08:00,5
2019-06-05 13:09:00,5
2019-06-05 13:11:00,2
2019-06-05 13:12:00,1
2019-06-05 13:17:00,1
2019-06-05 13:33:00,1
2019-06-05 13:34:00,4
2019-06-05 13:54:00,9
2019-06-05 13:55:00,8
2019-06-05 14:12:00,7
2019-06-05 14:13:00,13
2019-06-05 14:14:00,16
2019-06-05 14:15:00,17
2019-06-05 14:16:00,5
2019-06-05 14:24:00,17
2019-06-05 14:25:00,16
2019-06-05 14:26:00,9
2019-06-05 14:40:00,1
2019-06-05 15:26:00,2
2019-06-05 15:27:00,1
2019-06-05 15:33:00,4
2019-06-05 15:39:00,1
2019-06-05 15:47:00,3
2019-06-05 15:48:00,4
2019-06-05 15:49:00,10
2019-06-05 15:50:00,3
2019-06-05 15:54:00,1
2019-06-05 15:55:00,4
2019-06-05 15:57:00,2
2019-06-05 16:00:00,5
2019-06-05 16:03:00,3
2019-06-05 16:04:00,1
2019-06-05 16:09:00,14
2019-06-05 16:10:00,20
2019-06-05 16:11:00,12
2019-06-05 16:12:00,2
2019-06-05 16:13:00,4
2019-06-05 16:14:00,5
2019-06-05 16:33:00,2
2019-06-05 16:34:00,6
2019-06-05 16:35:00,2
2019-06-05 17:13:00,1
2019-06-05 18:12:00,1
2019-06-05 18:25:00,1
2019-06-05 18:32:00,1
2019-06-05 18:33:00,1
2019-06-05 18:35:00,1
2019-06-05 23:27:00,1
2019-06-05 23:36:00,1
2019-06-05 23:38:00,1
2019-06-05 23:51:00,1
2019-06-05 23:52:00,1
