423,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-06-05 16:18:00,1
2019-06-05 16:37:00,1
2019-06-05 16:42:00,1
2019-06-05 18:27:00,1
2019-06-05 18:29:00,1
2019-06-05 21:30:00,1
2019-06-05 21:33:00,1
2019-06-05 21:38:00,1
2019-06-05 21:42:00,1
2019-06-05 21:50:00,1
2019-06-05 21:54:00,4
2019-06-05 21:55:00,14
2019-06-05 21:56:00,15
2019-06-05 21:57:00,15
2019-06-05 21:58:00,16
2019-06-05 21:59:00,14
2019-06-05 22:00:00,15
2019-06-05 22:01:00,16
2019-06-05 22:02:00,15
2019-06-05 22:03:00,15
2019-06-05 22:04:00,15
2019-06-05 22:05:00,16
2019-06-05 22:06:00,16
2019-06-05 22:07:00,15
2019-06-05 22:08:00,15
2019-06-05 22:09:00,16
2019-06-05 22:10:00,15
2019-06-05 22:11:00,16
2019-06-05 22:12:00,14
2019-06-05 22:13:00,14
2019-06-05 22:14:00,15
2019-06-05 22:15:00,14
2019-06-05 22:16:00,17
2019-06-05 22:17:00,12
2019-06-05 22:18:00,16
2019-06-05 22:19:00,15
2019-06-05 22:20:00,16
2019-06-05 22:21:00,16
2019-06-05 22:22:00,1
