14,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = # and mm between # and # and dd between # and # and hh between # and #"
2019-06-05 08:05:00,1
2019-06-05 08:07:00,1
2019-06-05 08:09:00,1
2019-06-05 09:12:00,1
2019-06-05 09:17:00,1
2019-06-05 10:32:00,1
2019-06-05 11:55:00,1
2019-06-05 15:23:00,1
2019-06-05 15:53:00,1
2019-06-05 16:24:00,1
2019-06-05 16:26:00,1
2019-06-05 16:28:00,1
2019-06-05 17:25:00,1
2019-06-05 18:26:00,1
