689,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-06-05 18:36:00,3
2019-06-05 18:37:00,33
2019-06-05 18:38:00,48
2019-06-05 18:39:00,40
2019-06-05 18:43:00,1
2019-06-05 18:45:00,2
2019-06-05 18:46:00,1
2019-06-05 18:47:00,5
2019-06-05 18:48:00,1
2019-06-05 18:49:00,2
2019-06-05 18:50:00,3
2019-06-05 18:52:00,1
2019-06-05 18:54:00,2
2019-06-05 18:59:00,4
2019-06-05 19:01:00,1
2019-06-05 19:02:00,2
2019-06-05 19:03:00,1
2019-06-05 19:04:00,2
2019-06-05 19:05:00,10
2019-06-05 19:06:00,22
2019-06-05 19:07:00,24
2019-06-05 19:08:00,5
2019-06-05 20:45:00,6
2019-06-05 20:47:00,1
2019-06-05 20:48:00,1
2019-06-05 23:32:00,12
2019-06-05 23:33:00,1
2019-06-05 23:34:00,10
2019-06-05 23:35:00,28
2019-06-05 23:36:00,42
2019-06-05 23:37:00,60
2019-06-05 23:38:00,46
2019-06-05 23:39:00,85
2019-06-05 23:40:00,87
2019-06-05 23:41:00,69
2019-06-05 23:42:00,17
2019-06-05 23:43:00,1
2019-06-05 23:44:00,1
2019-06-05 23:45:00,1
2019-06-05 23:46:00,1
2019-06-05 23:48:00,1
2019-06-05 23:49:00,2
2019-06-05 23:53:00,1
2019-06-05 23:57:00,1
2019-06-05 23:58:00,2
