8,"SELECT ObjID,parentID,ra,dec,u,g,r,i,z FROM PhotoObj WHERE  ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-06-05 23:46:00,2
2019-06-05 23:47:00,1
2019-06-05 23:55:00,2
2019-06-05 23:56:00,1
2019-06-05 23:58:00,1
2019-06-05 23:59:00,1
