155,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-11-01 00:42:00,1
2019-11-01 00:45:00,1
2019-11-01 01:17:00,1
2019-11-01 01:23:00,1
2019-11-01 01:24:00,1
2019-11-01 01:45:00,1
2019-11-01 01:46:00,2
2019-11-01 01:47:00,1
2019-11-01 01:50:00,2
2019-11-01 01:51:00,1
2019-11-01 01:52:00,1
2019-11-01 02:01:00,1
2019-11-01 02:19:00,2
2019-11-01 02:20:00,1
2019-11-01 02:34:00,1
2019-11-01 02:47:00,1
2019-11-01 03:02:00,1
2019-11-01 03:59:00,3
2019-11-01 06:58:00,1
2019-11-01 07:20:00,1
2019-11-01 07:21:00,1
2019-11-01 07:22:00,1
2019-11-01 07:23:00,1
2019-11-01 07:24:00,1
2019-11-01 07:25:00,2
2019-11-01 07:26:00,1
2019-11-01 07:27:00,2
2019-11-01 07:28:00,2
2019-11-01 07:29:00,1
2019-11-01 07:31:00,1
2019-11-01 07:32:00,2
2019-11-01 07:33:00,1
2019-11-01 07:34:00,2
2019-11-01 07:35:00,1
2019-11-01 07:36:00,2
2019-11-01 07:38:00,2
2019-11-01 07:39:00,1
2019-11-01 07:41:00,1
2019-11-01 07:45:00,1
2019-11-01 07:46:00,1
2019-11-01 08:00:00,1
2019-11-01 08:02:00,1
2019-11-01 08:03:00,1
2019-11-01 08:07:00,1
2019-11-01 08:48:00,1
2019-11-01 08:50:00,1
2019-11-01 08:53:00,1
2019-11-01 08:56:00,1
2019-11-01 08:57:00,1
2019-11-01 08:59:00,1
2019-11-01 09:10:00,1
2019-11-01 09:11:00,1
2019-11-01 09:12:00,1
2019-11-01 09:13:00,1
2019-11-01 09:14:00,1
2019-11-01 09:15:00,1
2019-11-01 09:16:00,2
2019-11-01 09:17:00,1
2019-11-01 09:18:00,2
2019-11-01 09:19:00,1
2019-11-01 09:22:00,1
2019-11-01 09:24:00,2
2019-11-01 09:25:00,1
2019-11-01 09:27:00,2
2019-11-01 09:28:00,1
2019-11-01 09:29:00,2
2019-11-01 09:30:00,1
2019-11-01 09:31:00,2
2019-11-01 09:32:00,1
2019-11-01 09:33:00,1
2019-11-01 11:58:00,1
2019-11-01 12:37:00,1
2019-11-01 12:39:00,1
2019-11-01 12:40:00,2
2019-11-01 12:41:00,1
2019-11-01 14:22:00,4
2019-11-01 14:38:00,1
2019-11-01 14:39:00,2
2019-11-01 14:40:00,1
2019-11-01 14:41:00,2
2019-11-01 14:42:00,1
2019-11-01 14:43:00,2
2019-11-01 14:44:00,1
2019-11-01 14:45:00,2
2019-11-01 14:46:00,2
2019-11-01 14:47:00,1
2019-11-01 14:48:00,2
2019-11-01 14:49:00,1
2019-11-01 14:50:00,2
2019-11-01 14:51:00,2
2019-11-01 14:52:00,1
2019-11-01 14:53:00,2
2019-11-01 14:54:00,2
2019-11-01 16:23:00,1
2019-11-01 17:07:00,1
2019-11-01 17:45:00,1
2019-11-01 17:46:00,1
2019-11-01 17:47:00,1
2019-11-01 17:48:00,1
2019-11-01 17:50:00,1
2019-11-01 17:56:00,1
2019-11-01 18:52:00,1
2019-11-01 20:36:00,1
2019-11-01 20:37:00,1
2019-11-01 21:03:00,1
2019-11-01 21:04:00,1
2019-11-01 21:05:00,2
2019-11-01 21:07:00,1
2019-11-01 21:08:00,1
2019-11-01 21:09:00,1
2019-11-01 21:10:00,3
2019-11-01 21:11:00,1
2019-11-01 21:12:00,1
2019-11-01 21:14:00,1
2019-11-01 21:15:00,2
2019-11-01 21:16:00,1
2019-11-01 21:17:00,1
2019-11-01 23:23:00,1
2019-11-01 23:28:00,1
