651,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-11-01 10:56:00,3
2019-11-01 10:57:00,7
2019-11-01 10:59:00,10
2019-11-01 11:01:00,10
2019-11-01 11:03:00,7
2019-11-01 11:04:00,3
2019-11-01 12:33:00,9
2019-11-01 12:34:00,1
2019-11-01 12:36:00,10
2019-11-01 12:38:00,10
2019-11-01 12:40:00,5
2019-11-01 12:41:00,5
2019-11-01 12:53:00,10
2019-11-01 12:56:00,10
2019-11-01 12:58:00,10
2019-11-01 13:00:00,10
2019-11-01 13:51:00,4
2019-11-01 13:54:00,4
2019-11-01 14:03:00,4
2019-11-01 14:08:00,4
2019-11-01 14:15:00,10
2019-11-01 14:21:00,10
2019-11-01 14:26:00,9
2019-11-01 14:32:00,4
2019-11-01 14:36:00,8
2019-11-01 14:37:00,2
2019-11-01 14:39:00,8
2019-11-01 14:40:00,2
2019-11-01 14:42:00,9
2019-11-01 14:45:00,4
2019-11-01 14:49:00,10
2019-11-01 14:52:00,10
2019-11-01 14:54:00,5
2019-11-01 14:55:00,5
2019-11-01 15:01:00,10
2019-11-01 15:09:00,10
2019-11-01 15:14:00,10
2019-11-01 15:20:00,10
2019-11-01 15:22:00,10
2019-11-01 15:28:00,10
2019-11-01 15:34:00,10
2019-11-01 15:39:00,9
2019-11-01 15:40:00,1
2019-11-01 15:42:00,4
2019-11-01 15:47:00,10
2019-11-01 15:53:00,10
2019-11-01 15:57:00,5
2019-11-01 15:58:00,1
2019-11-01 16:00:00,4
2019-11-01 16:02:00,1
2019-11-01 16:03:00,3
2019-11-01 16:05:00,10
2019-11-01 16:08:00,10
2019-11-01 16:13:00,10
2019-11-01 16:20:00,10
2019-11-01 16:26:00,10
2019-11-01 16:29:00,10
2019-11-01 16:34:00,10
2019-11-01 16:39:00,10
2019-11-01 16:45:00,10
2019-11-01 16:50:00,10
2019-11-01 16:56:00,10
2019-11-01 17:01:00,10
2019-11-01 17:07:00,10
2019-11-01 17:13:00,10
2019-11-01 17:14:00,1
2019-11-01 17:15:00,2
2019-11-01 17:16:00,3
2019-11-01 17:18:00,3
2019-11-01 17:24:00,10
2019-11-01 17:30:00,10
2019-11-01 17:36:00,10
2019-11-01 17:39:00,10
2019-11-01 17:45:00,10
2019-11-01 17:48:00,10
2019-11-01 17:50:00,2
2019-11-01 17:51:00,2
2019-11-01 17:52:00,2
2019-11-01 17:57:00,6
2019-11-01 17:58:00,4
2019-11-01 18:00:00,10
2019-11-01 18:03:00,10
2019-11-01 18:05:00,7
2019-11-01 18:06:00,3
2019-11-01 18:11:00,10
2019-11-01 18:16:00,6
2019-11-01 18:17:00,4
2019-11-01 18:18:00,3
2019-11-01 18:19:00,3
2019-11-01 18:24:00,4
2019-11-01 18:25:00,6
2019-11-01 18:30:00,10
