143,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-11-01 02:12:00,1
2019-11-01 08:18:00,1
2019-11-01 08:42:00,1
2019-11-01 08:53:00,3
2019-11-01 08:54:00,2
2019-11-01 08:55:00,3
2019-11-01 08:56:00,2
2019-11-01 08:57:00,2
2019-11-01 08:58:00,2
2019-11-01 08:59:00,1
2019-11-01 09:00:00,2
2019-11-01 09:01:00,6
2019-11-01 09:02:00,2
2019-11-01 09:11:00,5
2019-11-01 09:12:00,5
2019-11-01 09:13:00,4
2019-11-01 09:14:00,2
2019-11-01 09:15:00,4
2019-11-01 09:16:00,4
2019-11-01 09:17:00,4
2019-11-01 09:18:00,5
2019-11-01 09:19:00,8
2019-11-01 09:20:00,2
2019-11-01 09:21:00,3
2019-11-01 09:22:00,6
2019-11-01 09:24:00,1
2019-11-01 09:25:00,5
2019-11-01 09:26:00,6
2019-11-01 09:27:00,16
2019-11-01 09:28:00,5
2019-11-01 09:43:00,1
2019-11-01 09:46:00,1
2019-11-01 09:47:00,1
2019-11-01 12:05:00,1
2019-11-01 12:26:00,1
2019-11-01 12:41:00,1
2019-11-01 12:43:00,1
2019-11-01 16:50:00,2
2019-11-01 16:57:00,2
2019-11-01 16:58:00,1
2019-11-01 18:13:00,1
2019-11-01 18:27:00,1
2019-11-01 18:37:00,2
2019-11-01 18:38:00,1
2019-11-01 19:06:00,2
2019-11-01 19:07:00,1
2019-11-01 19:10:00,2
2019-11-01 19:15:00,1
2019-11-01 19:21:00,1
2019-11-01 19:32:00,1
2019-11-01 19:48:00,1
2019-11-01 19:51:00,1
2019-11-01 20:00:00,1
2019-11-01 21:18:00,1
2019-11-01 21:24:00,1
