38,select * from PhotozRF where objid=#
2019-11-01 01:13:00,1
2019-11-01 02:16:00,1
2019-11-01 02:55:00,1
2019-11-01 02:57:00,1
2019-11-01 04:56:00,1
2019-11-01 05:27:00,1
2019-11-01 07:01:00,1
2019-11-01 07:05:00,1
2019-11-01 07:17:00,1
2019-11-01 07:27:00,1
2019-11-01 07:39:00,1
2019-11-01 08:13:00,1
2019-11-01 08:21:00,1
2019-11-01 08:40:00,1
2019-11-01 08:46:00,1
2019-11-01 09:05:00,1
2019-11-01 09:11:00,1
2019-11-01 10:03:00,1
2019-11-01 10:33:00,1
2019-11-01 10:42:00,1
2019-11-01 11:15:00,1
2019-11-01 11:21:00,1
2019-11-01 11:36:00,1
2019-11-01 12:16:00,1
2019-11-01 12:24:00,1
2019-11-01 12:50:00,1
2019-11-01 15:05:00,1
2019-11-01 15:21:00,1
2019-11-01 15:52:00,1
2019-11-01 16:36:00,1
2019-11-01 18:08:00,1
2019-11-01 18:37:00,1
2019-11-01 19:29:00,1
2019-11-01 21:07:00,1
2019-11-01 21:35:00,1
2019-11-01 21:38:00,1
2019-11-01 23:39:00,1
2019-11-01 23:41:00,1
