19,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-01 14:05:00,1
2019-11-01 14:10:00,1
2019-11-01 14:19:00,1
2019-11-01 14:28:00,1
2019-11-01 14:31:00,1
2019-11-01 14:38:00,1
2019-11-01 14:43:00,1
2019-11-01 14:48:00,1
2019-11-01 14:51:00,1
2019-11-01 14:55:00,1
2019-11-01 15:01:00,1
2019-11-01 15:04:00,1
2019-11-01 15:07:00,1
2019-11-01 15:10:00,1
2019-11-01 15:13:00,1
2019-11-01 15:18:00,1
2019-11-01 15:21:00,1
2019-11-01 15:30:00,1
2019-11-01 15:36:00,1
