27,select * from emissionLinesPort where specObjId=#
2019-12-16 01:04:00,1
2019-12-16 01:36:00,1
2019-12-16 09:33:00,1
2019-12-16 09:53:00,1
2019-12-16 10:08:00,1
2019-12-16 10:23:00,1
2019-12-16 11:00:00,1
2019-12-16 11:25:00,1
2019-12-16 11:36:00,1
2019-12-16 11:41:00,1
2019-12-16 12:20:00,1
2019-12-16 12:50:00,1
2019-12-16 13:18:00,1
2019-12-16 15:32:00,1
2019-12-16 16:57:00,1
2019-12-16 17:10:00,1
2019-12-16 17:37:00,1
2019-12-16 17:43:00,1
2019-12-16 18:08:00,1
2019-12-16 18:46:00,1
2019-12-16 18:51:00,1
2019-12-16 19:40:00,1
2019-12-16 20:26:00,1
2019-12-16 20:40:00,1
2019-12-16 21:10:00,1
2019-12-16 23:45:00,1
2019-12-16 23:57:00,1
