15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-12-16 15:28:00,1
2019-12-16 15:34:00,1
2019-12-16 15:37:00,1
2019-12-16 15:48:00,1
2019-12-16 15:51:00,1
2019-12-16 16:39:00,1
2019-12-16 16:43:00,1
2019-12-16 16:45:00,1
2019-12-16 16:51:00,1
2019-12-16 16:59:00,1
2019-12-16 17:02:00,1
2019-12-16 17:08:00,1
2019-12-16 17:14:00,1
2019-12-16 17:23:00,1
2019-12-16 17:27:00,1
