2096,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-12-16 18:13:00,5
2019-12-16 18:14:00,12
2019-12-16 18:15:00,11
2019-12-16 18:16:00,24
2019-12-16 18:17:00,23
2019-12-16 18:18:00,44
2019-12-16 18:19:00,43
2019-12-16 18:20:00,43
2019-12-16 18:21:00,46
2019-12-16 18:22:00,31
2019-12-16 18:23:00,21
2019-12-16 18:24:00,25
2019-12-16 18:25:00,19
2019-12-16 18:26:00,27
2019-12-16 18:27:00,21
2019-12-16 18:28:00,22
2019-12-16 18:29:00,33
2019-12-16 18:30:00,38
2019-12-16 18:31:00,40
2019-12-16 18:32:00,35
2019-12-16 18:33:00,23
2019-12-16 18:34:00,19
2019-12-16 18:35:00,22
2019-12-16 18:36:00,26
2019-12-16 18:37:00,26
2019-12-16 18:38:00,15
2019-12-16 18:39:00,13
2019-12-16 18:40:00,15
2019-12-16 18:41:00,21
2019-12-16 18:42:00,29
2019-12-16 18:43:00,30
2019-12-16 18:44:00,31
2019-12-16 18:45:00,18
2019-12-16 18:46:00,17
2019-12-16 18:47:00,17
2019-12-16 18:48:00,15
2019-12-16 18:49:00,17
2019-12-16 18:50:00,16
2019-12-16 18:51:00,10
2019-12-16 18:52:00,27
2019-12-16 18:53:00,27
2019-12-16 18:54:00,25
2019-12-16 18:55:00,27
2019-12-16 18:56:00,33
2019-12-16 18:57:00,16
2019-12-16 18:58:00,17
2019-12-16 18:59:00,15
2019-12-16 19:00:00,16
2019-12-16 19:01:00,16
2019-12-16 19:02:00,17
2019-12-16 19:03:00,14
2019-12-16 19:04:00,26
2019-12-16 19:05:00,27
2019-12-16 19:06:00,28
2019-12-16 19:07:00,30
2019-12-16 19:08:00,27
2019-12-16 19:09:00,19
2019-12-16 19:10:00,14
2019-12-16 19:11:00,17
2019-12-16 19:12:00,15
2019-12-16 19:13:00,13
2019-12-16 19:14:00,17
2019-12-16 19:15:00,18
2019-12-16 19:16:00,21
2019-12-16 19:17:00,29
2019-12-16 19:18:00,27
2019-12-16 19:19:00,29
2019-12-16 19:20:00,15
2019-12-16 19:21:00,14
2019-12-16 19:22:00,16
2019-12-16 19:23:00,13
2019-12-16 19:24:00,13
2019-12-16 19:25:00,14
2019-12-16 19:26:00,17
2019-12-16 19:27:00,20
2019-12-16 19:28:00,18
2019-12-16 19:29:00,17
2019-12-16 19:30:00,16
2019-12-16 19:31:00,5
2019-12-16 19:32:00,8
2019-12-16 19:33:00,6
2019-12-16 19:34:00,5
2019-12-16 19:35:00,6
2019-12-16 19:36:00,6
2019-12-16 19:37:00,11
2019-12-16 19:38:00,13
2019-12-16 19:39:00,12
2019-12-16 19:40:00,13
2019-12-16 19:43:00,2
2019-12-16 19:45:00,1
2019-12-16 19:46:00,1
2019-12-16 19:47:00,1
2019-12-16 19:48:00,3
2019-12-16 19:49:00,14
2019-12-16 19:50:00,14
2019-12-16 19:51:00,13
2019-12-16 19:52:00,10
2019-12-16 19:53:00,7
2019-12-16 19:54:00,3
2019-12-16 19:55:00,7
2019-12-16 19:56:00,7
2019-12-16 19:57:00,7
2019-12-16 19:58:00,8
2019-12-16 19:59:00,13
2019-12-16 20:00:00,14
2019-12-16 20:01:00,13
2019-12-16 20:02:00,13
2019-12-16 20:03:00,10
2019-12-16 20:04:00,5
2019-12-16 20:05:00,7
2019-12-16 20:06:00,7
2019-12-16 20:07:00,8
2019-12-16 20:08:00,9
2019-12-16 20:09:00,5
2019-12-16 20:10:00,14
2019-12-16 20:11:00,14
2019-12-16 20:12:00,17
2019-12-16 20:13:00,17
2019-12-16 20:14:00,9
2019-12-16 20:15:00,10
2019-12-16 20:16:00,5
