48,select * from galSpecLine where specObjId=#
2019-12-16 00:30:00,1
2019-12-16 01:36:00,1
2019-12-16 02:24:00,1
2019-12-16 02:42:00,1
2019-12-16 05:07:00,1
2019-12-16 06:35:00,1
2019-12-16 09:13:00,1
2019-12-16 09:16:00,1
2019-12-16 09:28:00,1
2019-12-16 09:29:00,2
2019-12-16 09:43:00,1
2019-12-16 09:47:00,1
2019-12-16 09:58:00,1
2019-12-16 10:25:00,1
2019-12-16 10:31:00,1
2019-12-16 10:35:00,2
2019-12-16 10:44:00,1
2019-12-16 10:47:00,1
2019-12-16 11:26:00,1
2019-12-16 11:58:00,1
2019-12-16 13:14:00,1
2019-12-16 13:28:00,1
2019-12-16 13:49:00,1
2019-12-16 14:47:00,1
2019-12-16 15:24:00,1
2019-12-16 15:48:00,1
2019-12-16 16:14:00,1
2019-12-16 16:15:00,2
2019-12-16 16:17:00,1
2019-12-16 16:31:00,1
2019-12-16 16:57:00,1
2019-12-16 17:28:00,1
2019-12-16 17:31:00,1
2019-12-16 17:58:00,2
2019-12-16 18:11:00,1
2019-12-16 18:16:00,1
2019-12-16 18:19:00,1
2019-12-16 19:21:00,1
2019-12-16 19:32:00,1
2019-12-16 19:36:00,2
2019-12-16 19:50:00,1
2019-12-16 20:41:00,1
2019-12-16 20:56:00,1
