20,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-12-16 01:22:00,1
2019-12-16 05:21:00,1
2019-12-16 09:14:00,1
2019-12-16 09:56:00,1
2019-12-16 10:51:00,1
2019-12-16 11:25:00,1
2019-12-16 12:10:00,1
2019-12-16 12:50:00,1
2019-12-16 14:03:00,1
2019-12-16 15:26:00,1
2019-12-16 15:42:00,1
2019-12-16 15:53:00,1
2019-12-16 16:14:00,1
2019-12-16 17:57:00,1
2019-12-16 19:38:00,1
2019-12-16 19:48:00,1
2019-12-16 20:52:00,1
2019-12-16 21:13:00,1
2019-12-16 23:02:00,1
2019-12-16 23:30:00,1
