221,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-16 04:20:00,1
2019-12-16 05:20:00,2
2019-12-16 07:20:00,1
2019-12-16 07:40:00,27
2019-12-16 07:41:00,15
2019-12-16 08:35:00,1
2019-12-16 09:45:00,2
2019-12-16 10:40:00,3
2019-12-16 11:10:00,1
2019-12-16 11:12:00,4
2019-12-16 11:13:00,3
2019-12-16 11:20:00,1
2019-12-16 12:15:00,2
2019-12-16 12:19:00,1
2019-12-16 12:30:00,1
2019-12-16 13:25:00,2
2019-12-16 15:15:00,1
2019-12-16 15:18:00,6
2019-12-16 15:25:00,35
2019-12-16 15:26:00,33
2019-12-16 15:27:00,35
2019-12-16 15:28:00,17
2019-12-16 16:20:00,1
2019-12-16 16:23:00,2
2019-12-16 17:15:00,1
2019-12-16 19:30:00,22
2019-12-16 23:15:00,1
