7,SELECT * FROM SloanDR1#_dCs
2019-12-16 07:43:00,1
2019-12-16 07:51:00,2
2019-12-16 07:58:00,1
2019-12-16 08:02:00,1
2019-12-16 08:03:00,1
2019-12-16 08:05:00,1
