26,SELECT * FROM Mag2#_#area1_#
2019-12-16 00:13:00,4
2019-12-16 00:17:00,1
2019-12-16 00:18:00,1
2019-12-16 00:43:00,1
2019-12-16 00:44:00,1
2019-12-16 00:50:00,3
2019-12-16 00:51:00,1
2019-12-16 00:56:00,2
2019-12-16 00:57:00,1
2019-12-16 01:20:00,1
2019-12-16 01:21:00,1
2019-12-16 01:23:00,1
2019-12-16 01:34:00,2
2019-12-16 01:44:00,2
2019-12-16 01:45:00,2
2019-12-16 08:07:00,2
