757,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-12-16 11:58:00,1
2019-12-16 12:01:00,1
2019-12-16 12:05:00,1
2019-12-16 12:06:00,1
2019-12-16 12:09:00,1
2019-12-16 12:12:00,1
2019-12-16 12:15:00,5
2019-12-16 12:19:00,1
2019-12-16 12:21:00,1
2019-12-16 12:25:00,2
2019-12-16 12:26:00,1
2019-12-16 12:27:00,1
2019-12-16 12:30:00,1
2019-12-16 12:33:00,1
2019-12-16 12:36:00,2
2019-12-16 12:37:00,1
2019-12-16 12:39:00,2
2019-12-16 12:40:00,5
2019-12-16 12:41:00,2
2019-12-16 12:42:00,2
2019-12-16 12:43:00,2
2019-12-16 12:44:00,1
2019-12-16 12:47:00,1
2019-12-16 12:48:00,15
2019-12-16 12:49:00,1
2019-12-16 12:54:00,1
2019-12-16 12:57:00,11
2019-12-16 12:58:00,1
2019-12-16 13:00:00,1
2019-12-16 13:04:00,7
2019-12-16 13:06:00,1
2019-12-16 13:08:00,1
2019-12-16 13:10:00,1
2019-12-16 13:14:00,1
2019-12-16 13:15:00,20
2019-12-16 13:17:00,1
2019-12-16 13:19:00,1
2019-12-16 13:20:00,1
2019-12-16 13:22:00,1
2019-12-16 13:24:00,5
2019-12-16 13:27:00,1
2019-12-16 13:28:00,1
2019-12-16 13:31:00,3
2019-12-16 13:32:00,1
2019-12-16 13:34:00,1
2019-12-16 13:36:00,1
2019-12-16 13:38:00,3
2019-12-16 13:40:00,4
2019-12-16 13:41:00,5
2019-12-16 13:42:00,4
2019-12-16 13:43:00,1
2019-12-16 13:45:00,8
2019-12-16 13:46:00,9
2019-12-16 13:49:00,1
2019-12-16 13:51:00,9
2019-12-16 13:52:00,3
2019-12-16 13:54:00,1
2019-12-16 13:58:00,7
2019-12-16 14:00:00,1
2019-12-16 14:02:00,1
2019-12-16 14:04:00,1
2019-12-16 14:07:00,1
2019-12-16 14:08:00,17
2019-12-16 14:09:00,3
2019-12-16 14:11:00,1
2019-12-16 14:12:00,1
2019-12-16 14:13:00,1
2019-12-16 14:14:00,6
2019-12-16 14:17:00,1
2019-12-16 14:18:00,21
2019-12-16 14:19:00,17
2019-12-16 14:21:00,1
2019-12-16 14:23:00,11
2019-12-16 14:24:00,10
2019-12-16 14:25:00,2
2019-12-16 14:28:00,6
2019-12-16 14:30:00,1
2019-12-16 14:32:00,19
2019-12-16 14:33:00,2
2019-12-16 14:35:00,1
2019-12-16 14:38:00,1
2019-12-16 14:40:00,1
2019-12-16 14:41:00,1
2019-12-16 14:43:00,1
2019-12-16 14:45:00,1
2019-12-16 14:47:00,1
2019-12-16 14:49:00,1
2019-12-16 14:51:00,18
2019-12-16 14:53:00,1
2019-12-16 14:56:00,1
2019-12-16 14:58:00,1
2019-12-16 15:00:00,1
2019-12-16 15:03:00,7
2019-12-16 15:08:00,1
2019-12-16 15:09:00,1
2019-12-16 15:13:00,1
2019-12-16 15:17:00,1
2019-12-16 15:21:00,1
2019-12-16 15:25:00,1
2019-12-16 15:29:00,1
2019-12-16 15:31:00,8
2019-12-16 15:35:00,1
2019-12-16 15:38:00,1
2019-12-16 15:41:00,1
2019-12-16 15:45:00,1
2019-12-16 15:49:00,1
2019-12-16 15:50:00,6
2019-12-16 15:55:00,2
2019-12-16 15:58:00,1
2019-12-16 16:01:00,2
2019-12-16 16:03:00,1
2019-12-16 16:07:00,1
2019-12-16 16:11:00,1
2019-12-16 16:16:00,1
2019-12-16 16:19:00,1
2019-12-16 16:23:00,1
2019-12-16 16:28:00,2
2019-12-16 16:32:00,1
2019-12-16 16:35:00,1
2019-12-16 16:40:00,1
2019-12-16 16:42:00,1
2019-12-16 16:46:00,1
2019-12-16 16:50:00,1
2019-12-16 16:53:00,1
2019-12-16 16:57:00,1
2019-12-16 17:00:00,1
2019-12-16 17:01:00,3
2019-12-16 17:03:00,1
2019-12-16 17:07:00,1
2019-12-16 17:12:00,1
2019-12-16 17:16:00,1
2019-12-16 17:21:00,1
2019-12-16 17:25:00,1
2019-12-16 17:28:00,1
2019-12-16 17:32:00,1
2019-12-16 17:35:00,1
2019-12-16 17:38:00,1
2019-12-16 17:42:00,1
2019-12-16 17:44:00,2
2019-12-16 17:49:00,2
2019-12-16 17:53:00,1
2019-12-16 17:57:00,1
2019-12-16 17:59:00,1
2019-12-16 18:04:00,1
2019-12-16 18:08:00,1
2019-12-16 18:11:00,1
2019-12-16 18:15:00,1
2019-12-16 18:19:00,1
2019-12-16 18:21:00,1
2019-12-16 18:22:00,1
2019-12-16 18:24:00,1
2019-12-16 18:28:00,1
2019-12-16 18:32:00,2
2019-12-16 18:33:00,3
2019-12-16 18:38:00,1
2019-12-16 18:42:00,1
2019-12-16 18:45:00,1
2019-12-16 18:47:00,1
2019-12-16 18:51:00,2
2019-12-16 18:55:00,1
2019-12-16 18:59:00,1
2019-12-16 19:01:00,1
2019-12-16 19:02:00,1
2019-12-16 19:03:00,2
2019-12-16 19:06:00,1
2019-12-16 19:09:00,1
2019-12-16 19:12:00,1
2019-12-16 19:15:00,1
2019-12-16 19:20:00,1
2019-12-16 19:24:00,1
2019-12-16 19:27:00,1
2019-12-16 19:28:00,1
2019-12-16 19:31:00,1
2019-12-16 19:34:00,1
2019-12-16 19:38:00,1
2019-12-16 19:41:00,1
2019-12-16 19:44:00,8
2019-12-16 19:45:00,4
2019-12-16 19:48:00,1
2019-12-16 19:50:00,1
2019-12-16 19:54:00,1
2019-12-16 19:58:00,1
2019-12-16 20:00:00,1
2019-12-16 20:02:00,4
2019-12-16 20:06:00,1
2019-12-16 20:12:00,1
2019-12-16 20:15:00,1
2019-12-16 20:17:00,2
