264,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-12-16 12:16:00,3
2019-12-16 12:22:00,3
2019-12-16 12:30:00,2
2019-12-16 12:34:00,5
2019-12-16 12:37:00,1
2019-12-16 12:44:00,3
2019-12-16 12:59:00,1
2019-12-16 13:01:00,1
2019-12-16 13:08:00,1
2019-12-16 14:19:00,1
2019-12-16 14:22:00,2
2019-12-16 14:30:00,1
2019-12-16 14:38:00,1
2019-12-16 14:41:00,4
2019-12-16 14:42:00,3
2019-12-16 14:51:00,1
2019-12-16 14:52:00,1
2019-12-16 15:08:00,1
2019-12-16 15:14:00,2
2019-12-16 15:18:00,1
2019-12-16 15:31:00,1
2019-12-16 15:32:00,8
2019-12-16 15:39:00,1
2019-12-16 15:58:00,1
2019-12-16 16:07:00,6
2019-12-16 16:50:00,1
2019-12-16 17:01:00,10
2019-12-16 17:04:00,7
2019-12-16 17:17:00,2
2019-12-16 17:21:00,2
2019-12-16 17:26:00,1
2019-12-16 17:29:00,1
2019-12-16 17:32:00,1
2019-12-16 17:45:00,1
2019-12-16 17:50:00,2
2019-12-16 17:54:00,2
2019-12-16 17:58:00,1
2019-12-16 18:00:00,1
2019-12-16 18:04:00,4
2019-12-16 18:08:00,4
2019-12-16 18:15:00,2
2019-12-16 18:19:00,1
2019-12-16 18:25:00,2
2019-12-16 18:29:00,1
2019-12-16 18:34:00,1
2019-12-16 18:38:00,2
2019-12-16 18:42:00,3
2019-12-16 18:48:00,1
2019-12-16 18:56:00,2
2019-12-16 18:59:00,1
2019-12-16 19:04:00,2
2019-12-16 19:07:00,2
2019-12-16 19:12:00,2
2019-12-16 19:20:00,3
2019-12-16 19:25:00,2
2019-12-16 19:32:00,1
2019-12-16 19:35:00,2
2019-12-16 19:38:00,1
2019-12-16 19:42:00,2
2019-12-16 19:55:00,1
2019-12-16 20:12:00,2
2019-12-16 20:15:00,1
2019-12-16 20:21:00,9
2019-12-16 20:32:00,4
2019-12-16 20:35:00,1
2019-12-16 20:37:00,9
2019-12-16 20:39:00,1
2019-12-16 20:48:00,1
2019-12-16 20:57:00,6
2019-12-16 20:59:00,2
2019-12-16 21:01:00,2
2019-12-16 21:05:00,1
2019-12-16 21:06:00,2
2019-12-16 21:09:00,1
2019-12-16 21:11:00,1
2019-12-16 21:14:00,3
2019-12-16 21:16:00,3
2019-12-16 21:19:00,1
2019-12-16 21:23:00,1
2019-12-16 21:29:00,1
2019-12-16 21:36:00,3
2019-12-16 21:41:00,4
2019-12-16 21:43:00,1
2019-12-16 21:52:00,3
2019-12-16 22:01:00,5
2019-12-16 22:15:00,1
2019-12-16 22:16:00,1
2019-12-16 22:21:00,9
2019-12-16 22:33:00,1
2019-12-16 22:42:00,1
2019-12-16 22:45:00,1
2019-12-16 22:51:00,5
2019-12-16 22:53:00,1
2019-12-16 22:55:00,1
2019-12-16 22:57:00,2
2019-12-16 23:02:00,4
2019-12-16 23:06:00,1
2019-12-16 23:08:00,1
2019-12-16 23:11:00,1
2019-12-16 23:20:00,1
2019-12-16 23:23:00,1
2019-12-16 23:25:00,9
2019-12-16 23:28:00,1
2019-12-16 23:31:00,4
2019-12-16 23:36:00,1
2019-12-16 23:43:00,9
2019-12-16 23:46:00,1
2019-12-16 23:54:00,1
2019-12-16 23:55:00,9
