2178,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-12-16 11:59:00,2
2019-12-16 12:00:00,6
2019-12-16 12:02:00,8
2019-12-16 12:05:00,4
2019-12-16 12:06:00,6
2019-12-16 12:07:00,3
2019-12-16 12:08:00,5
2019-12-16 12:09:00,1
2019-12-16 12:10:00,7
2019-12-16 12:13:00,10
2019-12-16 12:16:00,8
2019-12-16 12:17:00,2
2019-12-16 12:20:00,4
2019-12-16 12:22:00,10
2019-12-16 12:26:00,5
2019-12-16 12:28:00,7
2019-12-16 12:30:00,5
2019-12-16 12:31:00,5
2019-12-16 12:34:00,10
2019-12-16 12:37:00,6
2019-12-16 12:41:00,2
2019-12-16 12:44:00,2
2019-12-16 12:45:00,8
2019-12-16 12:50:00,10
2019-12-16 12:55:00,7
2019-12-16 12:57:00,1
2019-12-16 12:59:00,7
2019-12-16 13:01:00,10
2019-12-16 13:04:00,4
2019-12-16 13:05:00,4
2019-12-16 13:06:00,7
2019-12-16 13:07:00,2
2019-12-16 13:08:00,4
2019-12-16 13:09:00,4
2019-12-16 13:11:00,10
2019-12-16 13:14:00,3
2019-12-16 13:16:00,10
2019-12-16 13:17:00,3
2019-12-16 13:19:00,2
2019-12-16 13:20:00,6
2019-12-16 13:21:00,2
2019-12-16 13:22:00,1
2019-12-16 13:23:00,9
2019-12-16 13:25:00,10
2019-12-16 13:27:00,4
2019-12-16 13:29:00,10
2019-12-16 13:31:00,5
2019-12-16 13:33:00,7
2019-12-16 13:34:00,10
2019-12-16 13:36:00,5
2019-12-16 13:37:00,5
2019-12-16 13:38:00,3
2019-12-16 13:39:00,3
2019-12-16 13:41:00,2
2019-12-16 13:43:00,10
2019-12-16 13:46:00,1
2019-12-16 13:47:00,9
2019-12-16 13:50:00,7
2019-12-16 13:52:00,1
2019-12-16 13:53:00,7
2019-12-16 13:55:00,10
2019-12-16 13:58:00,8
2019-12-16 14:00:00,9
2019-12-16 14:02:00,8
2019-12-16 14:05:00,10
2019-12-16 14:07:00,3
2019-12-16 14:09:00,10
2019-12-16 14:11:00,3
2019-12-16 14:12:00,2
2019-12-16 14:14:00,6
2019-12-16 14:15:00,4
2019-12-16 14:17:00,4
2019-12-16 14:20:00,10
2019-12-16 14:22:00,10
2019-12-16 14:24:00,2
2019-12-16 14:26:00,10
2019-12-16 14:28:00,7
2019-12-16 14:29:00,3
2019-12-16 14:30:00,9
2019-12-16 14:31:00,1
2019-12-16 14:33:00,9
2019-12-16 14:34:00,1
2019-12-16 14:36:00,10
2019-12-16 14:38:00,10
2019-12-16 14:40:00,1
2019-12-16 14:42:00,10
2019-12-16 14:44:00,7
2019-12-16 14:46:00,3
2019-12-16 14:47:00,7
2019-12-16 14:49:00,8
2019-12-16 14:52:00,10
2019-12-16 14:54:00,10
2019-12-16 14:56:00,10
2019-12-16 14:58:00,10
2019-12-16 15:00:00,5
2019-12-16 15:01:00,5
2019-12-16 15:04:00,7
2019-12-16 15:05:00,3
2019-12-16 15:08:00,2
2019-12-16 15:09:00,3
2019-12-16 15:10:00,7
2019-12-16 15:14:00,9
2019-12-16 15:15:00,1
2019-12-16 15:18:00,10
2019-12-16 15:22:00,10
2019-12-16 15:25:00,1
2019-12-16 15:26:00,9
2019-12-16 15:29:00,4
2019-12-16 15:32:00,10
2019-12-16 15:35:00,4
2019-12-16 15:36:00,6
2019-12-16 15:39:00,5
2019-12-16 15:42:00,9
2019-12-16 15:45:00,2
2019-12-16 15:46:00,8
2019-12-16 15:51:00,10
2019-12-16 15:56:00,10
2019-12-16 15:58:00,3
2019-12-16 15:59:00,7
2019-12-16 16:01:00,2
2019-12-16 16:03:00,4
2019-12-16 16:04:00,6
2019-12-16 16:08:00,10
2019-12-16 16:12:00,10
2019-12-16 16:16:00,3
2019-12-16 16:17:00,7
2019-12-16 16:20:00,10
2019-12-16 16:24:00,3
2019-12-16 16:25:00,7
2019-12-16 16:29:00,10
2019-12-16 16:32:00,3
2019-12-16 16:33:00,7
2019-12-16 16:36:00,8
2019-12-16 16:37:00,2
2019-12-16 16:40:00,3
2019-12-16 16:41:00,5
2019-12-16 16:43:00,10
2019-12-16 16:47:00,10
2019-12-16 16:50:00,3
2019-12-16 16:51:00,7
2019-12-16 16:54:00,10
2019-12-16 16:58:00,10
2019-12-16 17:01:00,6
2019-12-16 17:02:00,4
2019-12-16 17:04:00,7
2019-12-16 17:05:00,3
2019-12-16 17:08:00,8
2019-12-16 17:09:00,1
2019-12-16 17:13:00,10
2019-12-16 17:17:00,5
2019-12-16 17:18:00,5
2019-12-16 17:22:00,10
2019-12-16 17:26:00,10
2019-12-16 17:29:00,4
2019-12-16 17:30:00,6
2019-12-16 17:32:00,2
2019-12-16 17:33:00,6
2019-12-16 17:36:00,10
2019-12-16 17:39:00,9
2019-12-16 17:40:00,1
2019-12-16 17:42:00,7
2019-12-16 17:45:00,10
2019-12-16 17:50:00,10
2019-12-16 17:54:00,8
2019-12-16 17:55:00,2
2019-12-16 17:58:00,5
2019-12-16 18:00:00,4
2019-12-16 18:01:00,6
2019-12-16 18:05:00,10
2019-12-16 18:09:00,9
2019-12-16 18:12:00,10
2019-12-16 18:15:00,2
2019-12-16 18:16:00,8
2019-12-16 18:19:00,5
2019-12-16 18:20:00,1
2019-12-16 18:22:00,7
2019-12-16 18:23:00,3
2019-12-16 18:25:00,5
2019-12-16 18:26:00,5
2019-12-16 18:29:00,8
2019-12-16 18:30:00,2
2019-12-16 18:34:00,7
2019-12-16 18:35:00,3
2019-12-16 18:38:00,3
2019-12-16 18:39:00,7
2019-12-16 18:42:00,3
2019-12-16 18:43:00,7
2019-12-16 18:46:00,10
2019-12-16 18:48:00,6
2019-12-16 18:49:00,4
2019-12-16 18:52:00,6
2019-12-16 18:53:00,4
2019-12-16 18:56:00,10
2019-12-16 18:59:00,5
2019-12-16 19:00:00,5
2019-12-16 19:02:00,4
2019-12-16 19:04:00,10
2019-12-16 19:07:00,10
2019-12-16 19:10:00,8
2019-12-16 19:13:00,10
2019-12-16 19:16:00,10
2019-12-16 19:21:00,10
2019-12-16 19:25:00,10
2019-12-16 19:28:00,3
2019-12-16 19:29:00,3
2019-12-16 19:32:00,10
2019-12-16 19:35:00,7
2019-12-16 19:36:00,3
2019-12-16 19:38:00,4
2019-12-16 19:39:00,6
2019-12-16 19:42:00,9
2019-12-16 19:45:00,3
2019-12-16 19:46:00,7
2019-12-16 19:48:00,5
2019-12-16 19:50:00,1
2019-12-16 19:51:00,9
2019-12-16 19:55:00,6
2019-12-16 19:56:00,4
2019-12-16 19:59:00,10
2019-12-16 20:01:00,5
2019-12-16 20:02:00,1
2019-12-16 20:03:00,9
2019-12-16 20:06:00,6
2019-12-16 20:07:00,4
2019-12-16 20:13:00,10
2019-12-16 20:15:00,10
2019-12-16 20:17:00,4
2019-12-16 20:19:00,10
2019-12-16 20:21:00,10
2019-12-16 20:24:00,7
2019-12-16 20:27:00,10
2019-12-16 20:30:00,10
2019-12-16 20:32:00,4
2019-12-16 20:33:00,6
2019-12-16 20:35:00,6
2019-12-16 20:37:00,10
2019-12-16 20:39:00,2
2019-12-16 20:40:00,8
2019-12-16 20:43:00,10
2019-12-16 20:45:00,2
2019-12-16 20:46:00,8
2019-12-16 20:48:00,7
2019-12-16 20:49:00,3
2019-12-16 20:53:00,10
2019-12-16 20:55:00,4
2019-12-16 20:57:00,10
2019-12-16 20:59:00,10
2019-12-16 21:01:00,10
2019-12-16 21:04:00,10
2019-12-16 21:06:00,10
2019-12-16 21:09:00,10
2019-12-16 21:12:00,10
2019-12-16 21:14:00,10
2019-12-16 21:16:00,8
2019-12-16 21:17:00,2
2019-12-16 21:19:00,10
2019-12-16 21:21:00,1
2019-12-16 21:22:00,9
2019-12-16 21:24:00,10
2019-12-16 21:26:00,10
2019-12-16 21:29:00,10
2019-12-16 21:32:00,4
2019-12-16 21:34:00,6
2019-12-16 21:36:00,10
2019-12-16 21:38:00,10
2019-12-16 21:41:00,10
2019-12-16 21:43:00,10
2019-12-16 21:45:00,4
2019-12-16 21:46:00,6
2019-12-16 21:48:00,8
2019-12-16 21:50:00,8
2019-12-16 21:52:00,10
2019-12-16 21:56:00,10
2019-12-16 21:59:00,10
2019-12-16 22:01:00,6
2019-12-16 22:02:00,4
2019-12-16 22:04:00,5
2019-12-16 22:06:00,6
2019-12-16 22:08:00,7
2019-12-16 22:09:00,3
2019-12-16 22:11:00,7
2019-12-16 22:13:00,10
2019-12-16 22:16:00,10
2019-12-16 22:18:00,4
2019-12-16 22:19:00,5
2019-12-16 22:21:00,6
2019-12-16 22:22:00,4
2019-12-16 22:23:00,4
2019-12-16 22:25:00,10
2019-12-16 22:27:00,5
2019-12-16 22:28:00,5
2019-12-16 22:30:00,4
2019-12-16 22:31:00,6
2019-12-16 22:33:00,3
2019-12-16 22:34:00,7
2019-12-16 22:36:00,9
2019-12-16 22:38:00,1
2019-12-16 22:39:00,9
2019-12-16 22:42:00,7
2019-12-16 22:43:00,3
2019-12-16 22:45:00,10
2019-12-16 22:48:00,6
2019-12-16 22:49:00,4
2019-12-16 22:51:00,10
2019-12-16 22:53:00,10
2019-12-16 22:55:00,10
2019-12-16 22:58:00,10
2019-12-16 23:00:00,6
2019-12-16 23:01:00,4
2019-12-16 23:02:00,1
2019-12-16 23:03:00,9
2019-12-16 23:06:00,10
2019-12-16 23:08:00,1
2019-12-16 23:09:00,9
2019-12-16 23:11:00,2
2019-12-16 23:12:00,8
2019-12-16 23:15:00,10
2019-12-16 23:17:00,10
2019-12-16 23:20:00,10
2019-12-16 23:23:00,9
2019-12-16 23:25:00,10
2019-12-16 23:28:00,10
2019-12-16 23:30:00,3
2019-12-16 23:31:00,1
2019-12-16 23:32:00,3
2019-12-16 23:33:00,8
2019-12-16 23:34:00,1
2019-12-16 23:36:00,10
2019-12-16 23:38:00,2
2019-12-16 23:40:00,10
2019-12-16 23:42:00,1
2019-12-16 23:44:00,10
2019-12-16 23:46:00,10
2019-12-16 23:48:00,7
2019-12-16 23:50:00,5
2019-12-16 23:51:00,5
2019-12-16 23:52:00,1
2019-12-16 23:54:00,2
2019-12-16 23:55:00,10
2019-12-16 23:58:00,3
2019-12-16 23:59:00,3
