23,select * from sppParams where specObjId=#
2019-12-16 00:22:00,1
2019-12-16 01:36:00,1
2019-12-16 02:04:00,1
2019-12-16 03:23:00,1
2019-12-16 03:40:00,1
2019-12-16 07:21:00,1
2019-12-16 07:26:00,1
2019-12-16 07:32:00,1
2019-12-16 09:47:00,1
2019-12-16 11:01:00,1
2019-12-16 13:42:00,1
2019-12-16 15:00:00,1
2019-12-16 17:39:00,1
2019-12-16 17:50:00,1
2019-12-16 18:18:00,1
2019-12-16 19:07:00,1
2019-12-16 19:09:00,1
2019-12-16 19:17:00,1
2019-12-16 19:33:00,1
2019-12-16 20:15:00,1
2019-12-16 22:31:00,1
2019-12-16 22:33:00,1
2019-12-16 23:59:00,1
