5,"select SpecObj.targetObjID,SpecObj.ra,SpecObj.dec,SpecObj.z,SpecObj.zErr,SpecObj.plate,SpecObj.fiberID from SpecObj where SpecObj.ra between # and # and SpecObj.dec between # and # order by SpecObj.ra"
2019-12-16 11:09:00,3
2019-12-16 11:10:00,2
