11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-18 15:55:00,1
2019-07-18 16:01:00,1
2019-07-18 16:13:00,1
2019-07-18 16:23:00,1
2019-07-18 16:32:00,1
2019-07-18 16:50:00,1
2019-07-18 17:05:00,1
2019-07-18 17:07:00,1
2019-07-18 17:15:00,1
2019-07-18 17:18:00,1
2019-07-18 17:22:00,1
