36,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-07-18 16:12:00,2
2019-07-18 21:16:00,1
2019-07-18 21:19:00,1
2019-07-18 21:20:00,2
2019-07-18 21:21:00,2
2019-07-18 21:22:00,2
2019-07-18 21:23:00,3
2019-07-18 21:24:00,3
2019-07-18 21:25:00,2
2019-07-18 21:26:00,3
2019-07-18 21:27:00,2
2019-07-18 21:28:00,2
2019-07-18 21:29:00,1
2019-07-18 21:44:00,1
2019-07-18 21:52:00,1
2019-07-18 21:56:00,1
2019-07-18 22:01:00,1
2019-07-18 22:04:00,1
2019-07-18 22:08:00,1
2019-07-18 22:11:00,1
2019-07-18 22:16:00,1
2019-07-18 22:20:00,1
2019-07-18 22:23:00,1
