6,"SELECT ra, dec, modelmag_g from star Where ra between # and # and dec between # and #"
2019-07-18 21:03:00,1
2019-07-18 21:23:00,1
2019-07-18 21:27:00,1
2019-07-18 21:39:00,1
2019-07-18 21:41:00,1
2019-07-18 21:45:00,1
