32,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-07-18 01:03:00,1
2019-07-18 04:17:00,3
2019-07-18 07:40:00,1
2019-07-18 11:18:00,1
2019-07-18 11:25:00,1
2019-07-18 13:08:00,1
2019-07-18 13:09:00,2
2019-07-18 13:10:00,3
2019-07-18 13:11:00,1
2019-07-18 13:17:00,1
2019-07-18 13:21:00,3
2019-07-18 13:41:00,1
2019-07-18 17:19:00,1
2019-07-18 19:44:00,1
2019-07-18 19:45:00,1
2019-07-18 19:48:00,1
2019-07-18 19:49:00,1
2019-07-18 19:50:00,1
2019-07-18 20:18:00,1
2019-07-18 20:42:00,1
2019-07-18 20:44:00,1
2019-07-18 20:46:00,1
2019-07-18 21:47:00,1
2019-07-18 21:50:00,1
2019-07-18 21:52:00,1
