49,select top # z from SpecPhoto where psfMag_i IN (#)
2019-07-18 02:14:00,1
2019-07-18 02:15:00,5
2019-07-18 02:16:00,3
2019-07-18 02:18:00,1
2019-07-18 02:20:00,6
2019-07-18 02:21:00,3
2019-07-18 02:26:00,6
2019-07-18 02:27:00,6
2019-07-18 02:28:00,7
2019-07-18 02:29:00,6
2019-07-18 02:30:00,5
