3,"SELECT u.up_name as [name], s.specobjid, s.ra, s.dec, s.plate, s.mjd, s.fiberid FROM #upload u       JOIN #x x ON x.up_id = u.up_id       JOIN SpecObj s ON s.specObjID = x.specObjID"
2019-07-18 16:02:00,1
2019-07-18 16:04:00,1
2019-07-18 16:13:00,1
