1086,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-07-18 18:46:00,5
2019-07-18 18:47:00,5
2019-07-18 18:48:00,5
2019-07-18 18:49:00,5
2019-07-18 18:50:00,4
2019-07-18 18:51:00,5
2019-07-18 18:52:00,5
2019-07-18 18:53:00,4
2019-07-18 18:54:00,4
2019-07-18 18:55:00,2
2019-07-18 18:56:00,3
2019-07-18 18:57:00,3
2019-07-18 18:58:00,4
2019-07-18 18:59:00,3
2019-07-18 19:00:00,1
2019-07-18 20:36:00,1
2019-07-18 20:37:00,3
2019-07-18 20:38:00,3
2019-07-18 20:39:00,3
2019-07-18 20:40:00,3
2019-07-18 20:41:00,3
2019-07-18 20:42:00,3
2019-07-18 20:43:00,4
2019-07-18 20:44:00,3
2019-07-18 20:45:00,3
2019-07-18 20:46:00,5
2019-07-18 20:47:00,4
2019-07-18 20:48:00,3
2019-07-18 20:49:00,2
2019-07-18 20:54:00,3
2019-07-18 20:55:00,6
2019-07-18 20:56:00,4
2019-07-18 20:57:00,5
2019-07-18 20:58:00,4
2019-07-18 20:59:00,5
2019-07-18 21:00:00,4
2019-07-18 21:01:00,4
2019-07-18 21:02:00,4
2019-07-18 21:03:00,5
2019-07-18 21:04:00,3
2019-07-18 21:05:00,3
2019-07-18 21:06:00,3
2019-07-18 21:07:00,3
2019-07-18 21:08:00,3
2019-07-18 21:09:00,4
2019-07-18 21:10:00,2
2019-07-18 21:11:00,3
2019-07-18 21:12:00,4
2019-07-18 21:13:00,4
2019-07-18 21:14:00,3
2019-07-18 21:15:00,3
2019-07-18 21:16:00,4
2019-07-18 21:17:00,4
2019-07-18 21:18:00,5
2019-07-18 21:19:00,3
2019-07-18 21:20:00,5
2019-07-18 21:21:00,4
2019-07-18 21:22:00,5
2019-07-18 21:23:00,3
2019-07-18 21:24:00,5
2019-07-18 21:25:00,6
2019-07-18 21:26:00,4
2019-07-18 21:27:00,3
2019-07-18 21:28:00,3
2019-07-18 21:29:00,2
2019-07-18 21:30:00,2
2019-07-18 21:31:00,4
2019-07-18 21:32:00,2
2019-07-18 21:33:00,4
2019-07-18 21:34:00,3
2019-07-18 21:35:00,2
2019-07-18 21:36:00,2
2019-07-18 21:37:00,3
2019-07-18 21:38:00,3
2019-07-18 21:39:00,2
2019-07-18 21:41:00,3
2019-07-18 21:42:00,3
2019-07-18 21:43:00,4
2019-07-18 21:44:00,4
2019-07-18 21:45:00,4
2019-07-18 21:46:00,3
2019-07-18 21:47:00,4
2019-07-18 21:48:00,3
2019-07-18 21:49:00,3
2019-07-18 21:50:00,4
2019-07-18 21:51:00,3
2019-07-18 21:52:00,4
2019-07-18 21:53:00,5
2019-07-18 21:54:00,6
2019-07-18 21:55:00,5
2019-07-18 21:56:00,5
2019-07-18 21:57:00,4
2019-07-18 21:58:00,3
2019-07-18 21:59:00,4
2019-07-18 22:00:00,3
2019-07-18 22:01:00,5
2019-07-18 22:02:00,4
2019-07-18 22:03:00,3
2019-07-18 22:04:00,3
2019-07-18 22:05:00,4
2019-07-18 22:06:00,3
2019-07-18 22:07:00,3
2019-07-18 22:08:00,4
2019-07-18 22:09:00,3
2019-07-18 22:10:00,3
2019-07-18 22:11:00,4
2019-07-18 22:12:00,4
2019-07-18 22:13:00,4
2019-07-18 22:14:00,4
2019-07-18 22:15:00,5
2019-07-18 22:16:00,5
2019-07-18 22:17:00,4
2019-07-18 22:18:00,4
2019-07-18 22:19:00,5
2019-07-18 22:20:00,5
2019-07-18 22:21:00,6
2019-07-18 22:22:00,6
2019-07-18 22:23:00,5
2019-07-18 22:24:00,6
2019-07-18 22:25:00,5
2019-07-18 22:26:00,4
2019-07-18 22:27:00,1
2019-07-18 22:29:00,1
2019-07-18 22:30:00,5
2019-07-18 22:31:00,4
2019-07-18 22:32:00,4
