45,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-22 08:11:00,1
2019-07-22 08:47:00,3
2019-07-22 08:54:00,1
2019-07-22 08:58:00,2
2019-07-22 09:01:00,2
2019-07-22 09:14:00,1
2019-07-22 09:16:00,1
2019-07-22 09:25:00,1
2019-07-22 10:16:00,1
2019-07-22 11:16:00,1
2019-07-22 13:01:00,1
2019-07-22 13:02:00,3
2019-07-22 13:06:00,2
2019-07-22 13:07:00,3
2019-07-22 13:08:00,1
2019-07-22 13:29:00,1
2019-07-22 13:34:00,1
2019-07-22 13:35:00,1
2019-07-22 13:37:00,1
2019-07-22 13:38:00,2
2019-07-22 13:39:00,1
2019-07-22 14:11:00,1
2019-07-22 14:24:00,1
2019-07-22 14:34:00,1
2019-07-22 14:43:00,1
2019-07-22 15:14:00,1
2019-07-22 15:23:00,1
2019-07-22 15:31:00,1
2019-07-22 16:23:00,1
2019-07-22 16:33:00,1
2019-07-22 16:44:00,1
2019-07-22 18:07:00,1
2019-07-22 19:34:00,1
2019-07-22 22:06:00,1
2019-07-22 23:44:00,1
