58,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-22 10:42:00,1
2019-07-22 10:45:00,1
2019-07-22 10:48:00,1
2019-07-22 10:52:00,1
2019-07-22 11:40:00,1
2019-07-22 11:51:00,3
2019-07-22 11:54:00,2
2019-07-22 11:55:00,1
2019-07-22 11:59:00,1
2019-07-22 12:01:00,2
2019-07-22 12:04:00,1
2019-07-22 12:06:00,1
2019-07-22 12:07:00,1
2019-07-22 12:08:00,1
2019-07-22 12:10:00,2
2019-07-22 12:15:00,1
2019-07-22 12:17:00,1
2019-07-22 12:47:00,1
2019-07-22 12:48:00,1
2019-07-22 13:00:00,1
2019-07-22 13:01:00,1
2019-07-22 13:03:00,1
2019-07-22 13:18:00,1
2019-07-22 13:19:00,1
2019-07-22 13:41:00,2
2019-07-22 13:59:00,2
2019-07-22 14:14:00,1
2019-07-22 14:15:00,1
2019-07-22 14:19:00,1
2019-07-22 14:20:00,1
2019-07-22 14:21:00,2
2019-07-22 14:28:00,1
2019-07-22 14:36:00,2
2019-07-22 14:38:00,2
2019-07-22 14:40:00,2
2019-07-22 14:43:00,2
2019-07-22 14:45:00,2
2019-07-22 14:46:00,2
2019-07-22 14:50:00,2
2019-07-22 14:52:00,2
2019-07-22 14:54:00,2
