638,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-22 00:46:00,1
2019-07-22 01:45:00,1
2019-07-22 02:46:00,1
2019-07-22 02:51:00,1
2019-07-22 03:45:00,1
2019-07-22 04:45:00,1
2019-07-22 05:45:00,1
2019-07-22 06:46:00,1
2019-07-22 06:53:00,1
2019-07-22 07:45:00,1
2019-07-22 08:45:00,1
2019-07-22 08:56:00,9
2019-07-22 09:45:00,1
2019-07-22 10:11:00,9
2019-07-22 10:46:00,1
2019-07-22 11:45:00,1
2019-07-22 12:45:00,1
2019-07-22 13:07:00,1
2019-07-22 13:08:00,1
2019-07-22 13:10:00,2
2019-07-22 13:11:00,1
2019-07-22 13:12:00,1
2019-07-22 13:13:00,1
2019-07-22 13:45:00,1
2019-07-22 14:31:00,1
2019-07-22 14:32:00,1
2019-07-22 14:45:00,1
2019-07-22 15:05:00,9
2019-07-22 15:23:00,1
2019-07-22 15:45:00,1
2019-07-22 16:45:00,1
2019-07-22 16:54:00,8
2019-07-22 16:55:00,1
2019-07-22 17:29:00,139
2019-07-22 17:30:00,193
2019-07-22 17:31:00,196
2019-07-22 17:32:00,32
2019-07-22 17:45:00,1
2019-07-22 18:01:00,1
2019-07-22 18:45:00,1
2019-07-22 19:45:00,1
2019-07-22 19:49:00,9
