117,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-07-22 01:06:00,2
2019-07-22 01:07:00,2
2019-07-22 01:19:00,2
2019-07-22 01:24:00,8
2019-07-22 01:25:00,2
2019-07-22 01:26:00,2
2019-07-22 01:27:00,6
2019-07-22 01:28:00,2
2019-07-22 01:29:00,4
2019-07-22 01:30:00,4
2019-07-22 01:31:00,4
2019-07-22 01:33:00,4
2019-07-22 01:34:00,6
2019-07-22 01:35:00,6
2019-07-22 01:36:00,2
2019-07-22 01:37:00,2
2019-07-22 01:38:00,1
2019-07-22 01:39:00,3
2019-07-22 02:26:00,4
2019-07-22 02:28:00,4
2019-07-22 02:30:00,2
2019-07-22 02:34:00,3
2019-07-22 02:37:00,2
2019-07-22 02:42:00,4
2019-07-22 03:21:00,4
2019-07-22 07:22:00,4
2019-07-22 07:23:00,2
2019-07-22 07:24:00,2
2019-07-22 07:28:00,2
2019-07-22 10:21:00,4
2019-07-22 18:00:00,2
2019-07-22 18:01:00,2
2019-07-22 22:06:00,2
2019-07-22 22:14:00,4
2019-07-22 22:15:00,4
2019-07-22 22:16:00,4
