103,select * from galSpecInfo where specObjId=#
2019-07-22 01:01:00,1
2019-07-22 12:18:00,1
2019-07-22 14:06:00,1
2019-07-22 14:39:00,1
2019-07-22 14:42:00,1
2019-07-22 14:43:00,2
2019-07-22 14:44:00,1
2019-07-22 14:45:00,1
2019-07-22 14:49:00,1
2019-07-22 14:50:00,1
2019-07-22 14:51:00,2
2019-07-22 14:52:00,1
2019-07-22 14:53:00,1
2019-07-22 14:54:00,2
2019-07-22 14:55:00,2
2019-07-22 14:56:00,1
2019-07-22 14:57:00,2
2019-07-22 14:58:00,1
2019-07-22 14:59:00,2
2019-07-22 15:00:00,1
2019-07-22 15:01:00,2
2019-07-22 15:02:00,2
2019-07-22 15:03:00,1
2019-07-22 15:04:00,2
2019-07-22 15:05:00,1
2019-07-22 15:06:00,2
2019-07-22 15:07:00,1
2019-07-22 15:08:00,2
2019-07-22 15:09:00,2
2019-07-22 15:10:00,1
2019-07-22 15:11:00,1
2019-07-22 15:12:00,1
2019-07-22 15:13:00,1
2019-07-22 15:14:00,2
2019-07-22 15:15:00,1
2019-07-22 15:16:00,2
2019-07-22 15:17:00,2
2019-07-22 15:18:00,1
2019-07-22 15:19:00,2
2019-07-22 15:20:00,2
2019-07-22 15:23:00,1
2019-07-22 15:24:00,2
2019-07-22 15:25:00,1
2019-07-22 15:26:00,2
2019-07-22 15:27:00,1
2019-07-22 15:28:00,2
2019-07-22 15:29:00,2
2019-07-22 15:30:00,2
2019-07-22 15:31:00,1
2019-07-22 15:32:00,2
2019-07-22 15:33:00,2
2019-07-22 15:52:00,1
2019-07-22 17:01:00,1
2019-07-22 17:54:00,1
2019-07-22 17:57:00,1
2019-07-22 18:49:00,1
2019-07-22 19:13:00,1
2019-07-22 19:14:00,1
2019-07-22 19:16:00,1
2019-07-22 19:18:00,1
2019-07-22 19:19:00,1
2019-07-22 19:20:00,1
2019-07-22 19:22:00,1
2019-07-22 19:24:00,1
2019-07-22 19:25:00,1
2019-07-22 19:27:00,1
2019-07-22 19:28:00,1
2019-07-22 19:30:00,1
2019-07-22 19:31:00,1
2019-07-22 19:32:00,1
2019-07-22 19:35:00,1
2019-07-22 19:37:00,1
2019-07-22 19:38:00,1
2019-07-22 19:39:00,1
2019-07-22 19:40:00,1
2019-07-22 19:44:00,1
2019-07-22 19:46:00,1
2019-07-22 21:11:00,1
2019-07-22 22:44:00,1
