85,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-07-22 02:57:00,1
2019-07-22 03:07:00,1
2019-07-22 03:08:00,1
2019-07-22 03:14:00,1
2019-07-22 03:15:00,1
2019-07-22 03:22:00,1
2019-07-22 03:23:00,1
2019-07-22 03:30:00,1
2019-07-22 03:31:00,1
2019-07-22 03:39:00,1
2019-07-22 03:40:00,1
2019-07-22 03:47:00,1
2019-07-22 03:54:00,2
2019-07-22 04:02:00,1
2019-07-22 04:03:00,1
2019-07-22 04:10:00,2
2019-07-22 04:17:00,2
2019-07-22 04:23:00,1
2019-07-22 04:29:00,1
2019-07-22 04:34:00,1
2019-07-22 04:41:00,1
2019-07-22 04:46:00,1
2019-07-22 04:47:00,1
2019-07-22 04:53:00,1
2019-07-22 04:54:00,1
2019-07-22 05:01:00,1
2019-07-22 05:06:00,1
2019-07-22 05:07:00,1
2019-07-22 05:14:00,1
2019-07-22 05:19:00,1
2019-07-22 05:25:00,1
2019-07-22 05:30:00,1
2019-07-22 05:36:00,1
2019-07-22 05:37:00,1
2019-07-22 05:43:00,1
2019-07-22 05:44:00,1
2019-07-22 05:51:00,1
2019-07-22 05:57:00,1
2019-07-22 06:02:00,1
2019-07-22 06:03:00,1
2019-07-22 06:10:00,2
2019-07-22 06:17:00,1
2019-07-22 06:23:00,1
2019-07-22 06:29:00,1
2019-07-22 06:35:00,1
2019-07-22 06:40:00,1
2019-07-22 06:46:00,1
2019-07-22 06:47:00,1
2019-07-22 06:54:00,1
2019-07-22 06:59:00,1
2019-07-22 07:05:00,1
2019-07-22 07:11:00,2
2019-07-22 07:18:00,1
2019-07-22 07:24:00,1
2019-07-22 07:30:00,1
2019-07-22 07:36:00,1
2019-07-22 14:02:00,2
2019-07-22 14:05:00,1
2019-07-22 14:19:00,1
2019-07-22 14:20:00,1
2019-07-22 14:28:00,1
2019-07-22 14:34:00,2
2019-07-22 14:38:00,2
2019-07-22 14:40:00,1
2019-07-22 14:41:00,1
2019-07-22 14:42:00,1
2019-07-22 14:43:00,2
2019-07-22 14:47:00,1
2019-07-22 14:48:00,1
2019-07-22 16:50:00,1
2019-07-22 17:17:00,2
2019-07-22 17:27:00,1
2019-07-22 17:28:00,1
2019-07-22 17:35:00,1
2019-07-22 17:36:00,1
