9,select * from zooNoSpec where objid=#
2019-07-22 03:44:00,2
2019-07-22 04:31:00,1
2019-07-22 04:37:00,1
2019-07-22 04:58:00,1
2019-07-22 05:30:00,1
2019-07-22 12:32:00,1
2019-07-22 21:41:00,1
2019-07-22 22:48:00,1
