39,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-07-22 00:15:00,1
2019-07-22 00:58:00,1
2019-07-22 01:15:00,1
2019-07-22 11:33:00,1
2019-07-22 11:41:00,1
2019-07-22 11:49:00,1
2019-07-22 11:54:00,1
2019-07-22 12:07:00,1
2019-07-22 12:11:00,1
2019-07-22 12:12:00,1
2019-07-22 12:46:00,1
2019-07-22 12:59:00,1
2019-07-22 13:13:00,1
2019-07-22 13:24:00,1
2019-07-22 13:26:00,1
2019-07-22 13:36:00,1
2019-07-22 13:41:00,1
2019-07-22 13:47:00,1
2019-07-22 13:52:00,1
2019-07-22 13:57:00,1
2019-07-22 14:01:00,1
2019-07-22 14:04:00,1
2019-07-22 14:09:00,1
2019-07-22 14:35:00,1
2019-07-22 14:44:00,1
2019-07-22 14:46:00,1
2019-07-22 14:51:00,1
2019-07-22 15:24:00,2
2019-07-22 15:47:00,1
2019-07-22 15:51:00,1
2019-07-22 16:22:00,1
2019-07-22 16:28:00,1
2019-07-22 16:30:00,1
2019-07-22 16:38:00,1
2019-07-22 16:44:00,1
2019-07-22 17:08:00,1
2019-07-22 17:14:00,1
2019-07-22 17:18:00,1
