26,select distinct parent from DBViewCols where viewname=&&&
2019-07-22 06:13:00,1
2019-07-22 07:42:00,2
2019-07-22 08:48:00,1
2019-07-22 09:13:00,2
2019-07-22 09:14:00,1
2019-07-22 09:15:00,1
2019-07-22 11:15:00,1
2019-07-22 11:26:00,1
2019-07-22 12:18:00,1
2019-07-22 12:28:00,1
2019-07-22 13:00:00,1
2019-07-22 13:26:00,2
2019-07-22 13:27:00,1
2019-07-22 13:43:00,1
2019-07-22 14:00:00,1
2019-07-22 16:54:00,2
2019-07-22 18:28:00,1
2019-07-22 18:33:00,1
2019-07-22 20:23:00,1
2019-07-22 20:25:00,1
2019-07-22 20:28:00,1
2019-07-22 20:32:00,1
