1014,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-07-22 18:47:00,1
2019-07-22 18:48:00,2
2019-07-22 18:49:00,2
2019-07-22 18:50:00,1
2019-07-22 18:53:00,3
2019-07-22 18:54:00,2
2019-07-22 18:55:00,4
2019-07-22 18:56:00,2
2019-07-22 18:58:00,2
2019-07-22 18:59:00,8
2019-07-22 19:00:00,1
2019-07-22 19:01:00,8
2019-07-22 19:02:00,6
2019-07-22 19:03:00,3
2019-07-22 19:06:00,1
2019-07-22 19:07:00,2
2019-07-22 19:08:00,1
2019-07-22 19:09:00,1
2019-07-22 19:10:00,1
2019-07-22 19:11:00,2
2019-07-22 19:12:00,1
2019-07-22 19:13:00,6
2019-07-22 19:17:00,2
2019-07-22 19:20:00,1
2019-07-22 19:22:00,8
2019-07-22 19:23:00,2
2019-07-22 19:24:00,3
2019-07-22 19:25:00,2
2019-07-22 19:26:00,3
2019-07-22 19:27:00,2
2019-07-22 19:28:00,4
2019-07-22 19:29:00,4
2019-07-22 19:30:00,4
2019-07-22 19:31:00,5
2019-07-22 19:32:00,3
2019-07-22 19:33:00,2
2019-07-22 19:34:00,1
2019-07-22 19:35:00,1
2019-07-22 19:36:00,4
2019-07-22 19:37:00,13
2019-07-22 19:38:00,1
2019-07-22 19:39:00,2
2019-07-22 19:40:00,5
2019-07-22 19:41:00,4
2019-07-22 19:42:00,3
2019-07-22 19:43:00,2
2019-07-22 19:44:00,5
2019-07-22 19:45:00,5
2019-07-22 19:46:00,3
2019-07-22 19:47:00,4
2019-07-22 19:48:00,6
2019-07-22 19:50:00,1
2019-07-22 19:52:00,1
2019-07-22 19:53:00,3
2019-07-22 19:54:00,4
2019-07-22 19:55:00,2
2019-07-22 19:56:00,1
2019-07-22 19:57:00,5
2019-07-22 19:58:00,5
2019-07-22 19:59:00,1
2019-07-22 20:00:00,10
2019-07-22 20:01:00,11
2019-07-22 20:02:00,2
2019-07-22 20:03:00,2
2019-07-22 20:04:00,4
2019-07-22 20:05:00,4
2019-07-22 20:06:00,1
2019-07-22 20:07:00,8
2019-07-22 20:08:00,3
2019-07-22 20:09:00,7
2019-07-22 20:10:00,2
2019-07-22 20:11:00,6
2019-07-22 20:12:00,4
2019-07-22 20:13:00,1
2019-07-22 20:14:00,1
2019-07-22 20:15:00,11
2019-07-22 20:16:00,3
2019-07-22 20:17:00,1
2019-07-22 20:18:00,3
2019-07-22 20:19:00,5
2019-07-22 20:21:00,1
2019-07-22 20:22:00,8
2019-07-22 20:23:00,7
2019-07-22 20:24:00,3
2019-07-22 20:26:00,7
2019-07-22 20:28:00,1
2019-07-22 20:29:00,2
2019-07-22 20:30:00,6
2019-07-22 20:31:00,1
2019-07-22 20:33:00,5
2019-07-22 20:35:00,3
2019-07-22 20:36:00,1
2019-07-22 20:37:00,2
2019-07-22 20:38:00,6
2019-07-22 20:39:00,2
2019-07-22 20:40:00,2
2019-07-22 20:41:00,4
2019-07-22 20:42:00,4
2019-07-22 20:43:00,4
2019-07-22 20:44:00,2
2019-07-22 20:45:00,2
2019-07-22 20:47:00,1
2019-07-22 20:48:00,12
