429,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-22 01:19:00,1
2019-07-22 01:20:00,41
2019-07-22 05:01:00,18
2019-07-22 06:04:00,18
2019-07-22 07:38:00,42
2019-07-22 09:02:00,42
2019-07-22 10:28:00,18
2019-07-22 11:32:00,1
2019-07-22 13:03:00,42
2019-07-22 13:22:00,42
2019-07-22 13:37:00,18
2019-07-22 14:20:00,42
2019-07-22 16:01:00,42
2019-07-22 17:24:00,1
2019-07-22 19:05:00,1
2019-07-22 19:58:00,42
2019-07-22 21:33:00,18
