3039,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-07-22 01:38:00,1
2019-07-22 01:40:00,1
2019-07-22 01:43:00,1
2019-07-22 01:44:00,5
2019-07-22 01:45:00,3
2019-07-22 01:46:00,5
2019-07-22 01:47:00,2
2019-07-22 08:17:00,146
2019-07-22 08:18:00,57
2019-07-22 22:59:00,1
2019-07-22 23:00:00,2
2019-07-22 23:01:00,29
2019-07-22 23:02:00,84
2019-07-22 23:03:00,72
2019-07-22 23:04:00,24
2019-07-22 23:05:00,17
2019-07-22 23:06:00,48
2019-07-22 23:07:00,46
2019-07-22 23:08:00,55
2019-07-22 23:09:00,3
2019-07-22 23:10:00,84
2019-07-22 23:11:00,78
2019-07-22 23:12:00,100
2019-07-22 23:13:00,77
2019-07-22 23:14:00,73
2019-07-22 23:15:00,51
2019-07-22 23:17:00,27
2019-07-22 23:18:00,72
2019-07-22 23:19:00,78
2019-07-22 23:20:00,42
2019-07-22 23:21:00,75
2019-07-22 23:22:00,71
2019-07-22 23:23:00,5
2019-07-22 23:24:00,14
2019-07-22 23:25:00,71
2019-07-22 23:26:00,58
2019-07-22 23:27:00,46
2019-07-22 23:28:00,23
2019-07-22 23:29:00,44
2019-07-22 23:30:00,79
2019-07-22 23:31:00,52
2019-07-22 23:32:00,23
2019-07-22 23:33:00,91
2019-07-22 23:34:00,84
2019-07-22 23:35:00,66
2019-07-22 23:36:00,88
2019-07-22 23:37:00,55
2019-07-22 23:38:00,42
2019-07-22 23:39:00,48
2019-07-22 23:40:00,84
2019-07-22 23:41:00,48
2019-07-22 23:42:00,78
2019-07-22 23:43:00,107
2019-07-22 23:44:00,49
2019-07-22 23:45:00,42
2019-07-22 23:46:00,3
2019-07-22 23:50:00,52
2019-07-22 23:54:00,71
2019-07-22 23:55:00,35
2019-07-22 23:56:00,25
2019-07-22 23:57:00,78
2019-07-22 23:58:00,30
2019-07-22 23:59:00,18
