222,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-08-17 08:36:00,3
2019-08-17 08:37:00,3
2019-08-17 08:38:00,6
2019-08-17 08:39:00,3
2019-08-17 08:40:00,10
2019-08-17 08:41:00,18
2019-08-17 08:42:00,7
2019-08-17 08:43:00,11
2019-08-17 08:44:00,1
2019-08-17 08:45:00,2
2019-08-17 08:46:00,2
2019-08-17 08:47:00,2
2019-08-17 08:48:00,2
2019-08-17 08:49:00,2
2019-08-17 08:50:00,2
2019-08-17 08:51:00,4
2019-08-17 08:52:00,2
2019-08-17 08:53:00,2
2019-08-17 08:54:00,4
2019-08-17 08:55:00,1
2019-08-17 08:56:00,2
2019-08-17 08:57:00,1
2019-08-17 08:58:00,2
2019-08-17 08:59:00,2
2019-08-17 09:00:00,2
2019-08-17 09:01:00,4
2019-08-17 09:02:00,1
2019-08-17 09:03:00,2
2019-08-17 09:04:00,2
2019-08-17 09:05:00,1
2019-08-17 09:06:00,2
2019-08-17 09:07:00,2
2019-08-17 09:08:00,2
2019-08-17 09:09:00,2
2019-08-17 09:10:00,2
2019-08-17 09:11:00,2
2019-08-17 09:12:00,3
2019-08-17 09:13:00,2
2019-08-17 09:14:00,2
2019-08-17 09:15:00,2
2019-08-17 09:16:00,3
2019-08-17 09:17:00,3
2019-08-17 09:18:00,1
2019-08-17 09:19:00,2
2019-08-17 09:20:00,2
2019-08-17 09:21:00,2
2019-08-17 09:22:00,1
2019-08-17 09:23:00,3
2019-08-17 09:24:00,1
2019-08-17 09:25:00,2
2019-08-17 09:26:00,1
2019-08-17 09:27:00,3
2019-08-17 09:28:00,2
2019-08-17 09:29:00,2
2019-08-17 09:30:00,1
2019-08-17 09:31:00,1
2019-08-17 09:32:00,2
2019-08-17 09:33:00,1
2019-08-17 09:34:00,2
2019-08-17 09:35:00,1
2019-08-17 09:36:00,2
2019-08-17 09:37:00,1
2019-08-17 09:38:00,2
2019-08-17 09:39:00,3
2019-08-17 09:40:00,3
2019-08-17 09:41:00,3
2019-08-17 09:42:00,1
2019-08-17 09:43:00,1
2019-08-17 09:44:00,1
2019-08-17 09:45:00,2
2019-08-17 09:46:00,1
2019-08-17 09:47:00,2
2019-08-17 09:48:00,1
2019-08-17 09:49:00,3
2019-08-17 09:50:00,1
2019-08-17 09:51:00,1
2019-08-17 09:52:00,4
2019-08-17 09:53:00,2
2019-08-17 09:54:00,10
2019-08-17 09:55:00,5
2019-08-17 09:56:00,2
2019-08-17 09:57:00,2
2019-08-17 09:58:00,3
2019-08-17 09:59:00,3
