3,"select   m.objid as objid_Pratik, g.*   into mydb.SAGAN7#_LINE_DR1#    from   galspecline g, specobj s, mydb.sagan7# m    where   m.objid = s.bestobjid   and s.specobjid = g.specobjid"
2019-08-17 00:28:00,1
2019-08-17 00:32:00,1
2019-08-17 00:33:00,1
