193,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-01 06:30:00,3
2019-06-01 07:05:00,2
2019-06-01 08:05:00,1
2019-06-01 09:05:00,1
2019-06-01 09:20:00,16
2019-06-01 10:30:00,24
2019-06-01 10:31:00,24
2019-06-01 10:32:00,11
2019-06-01 10:35:00,2
2019-06-01 12:05:00,2
2019-06-01 12:30:00,25
2019-06-01 12:31:00,12
2019-06-01 12:35:00,1
2019-06-01 13:05:00,3
2019-06-01 13:25:00,26
2019-06-01 13:26:00,5
2019-06-01 14:30:00,23
2019-06-01 16:05:00,1
2019-06-01 16:35:00,2
2019-06-01 20:05:00,1
2019-06-01 20:30:00,1
2019-06-01 21:20:00,1
2019-06-01 23:05:00,1
2019-06-01 23:20:00,5
