12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-01 13:53:00,1
2019-06-01 13:56:00,1
2019-06-01 13:59:00,1
2019-06-01 14:03:00,1
2019-06-01 14:08:00,1
2019-06-01 14:13:00,1
2019-06-01 14:19:00,1
2019-06-01 14:24:00,1
2019-06-01 14:29:00,1
2019-06-01 14:35:00,1
2019-06-01 14:40:00,1
2019-06-01 14:49:00,1
