83,select * from galSpecLine where specObjId=#
2019-12-07 00:15:00,1
2019-12-07 00:16:00,1
2019-12-07 00:17:00,2
2019-12-07 00:22:00,1
2019-12-07 00:26:00,1
2019-12-07 00:27:00,2
2019-12-07 00:43:00,1
2019-12-07 00:48:00,1
2019-12-07 01:00:00,1
2019-12-07 01:21:00,1
2019-12-07 01:42:00,1
2019-12-07 03:02:00,1
2019-12-07 04:28:00,1
2019-12-07 04:42:00,1
2019-12-07 06:11:00,1
2019-12-07 06:25:00,1
2019-12-07 06:54:00,1
2019-12-07 07:44:00,1
2019-12-07 08:18:00,1
2019-12-07 08:23:00,1
2019-12-07 08:38:00,1
2019-12-07 09:06:00,1
2019-12-07 09:09:00,1
2019-12-07 10:10:00,1
2019-12-07 10:11:00,1
2019-12-07 10:41:00,1
2019-12-07 11:37:00,1
2019-12-07 11:57:00,1
2019-12-07 11:59:00,1
2019-12-07 12:00:00,1
2019-12-07 12:16:00,1
2019-12-07 12:28:00,1
2019-12-07 12:29:00,1
2019-12-07 12:41:00,1
2019-12-07 12:59:00,4
2019-12-07 13:00:00,1
2019-12-07 13:02:00,1
2019-12-07 13:06:00,2
2019-12-07 13:08:00,1
2019-12-07 13:09:00,1
2019-12-07 13:15:00,1
2019-12-07 13:24:00,2
2019-12-07 13:25:00,1
2019-12-07 13:27:00,2
2019-12-07 13:29:00,1
2019-12-07 15:50:00,1
2019-12-07 17:49:00,1
2019-12-07 19:29:00,1
2019-12-07 21:04:00,1
2019-12-07 21:13:00,1
2019-12-07 21:15:00,1
2019-12-07 21:21:00,1
2019-12-07 21:26:00,1
2019-12-07 22:13:00,2
2019-12-07 22:14:00,1
2019-12-07 22:16:00,1
2019-12-07 22:20:00,1
2019-12-07 22:22:00,1
2019-12-07 22:23:00,1
2019-12-07 22:24:00,1
2019-12-07 22:25:00,1
2019-12-07 22:26:00,2
2019-12-07 22:27:00,1
2019-12-07 22:28:00,2
2019-12-07 22:32:00,2
2019-12-07 22:36:00,2
2019-12-07 22:38:00,1
2019-12-07 22:41:00,1
2019-12-07 23:21:00,1
2019-12-07 23:50:00,1
