31,select * from emissionLinesPort where specObjId=#
2019-12-07 00:15:00,1
2019-12-07 00:18:00,1
2019-12-07 00:27:00,1
2019-12-07 00:47:00,1
2019-12-07 01:19:00,1
2019-12-07 02:13:00,1
2019-12-07 04:34:00,1
2019-12-07 08:03:00,1
2019-12-07 08:20:00,2
2019-12-07 08:40:00,1
2019-12-07 11:54:00,1
2019-12-07 11:56:00,1
2019-12-07 12:07:00,2
2019-12-07 13:07:00,1
2019-12-07 13:28:00,1
2019-12-07 14:03:00,1
2019-12-07 14:14:00,1
2019-12-07 15:19:00,1
2019-12-07 16:48:00,1
2019-12-07 18:53:00,1
2019-12-07 21:06:00,1
2019-12-07 21:12:00,1
2019-12-07 21:22:00,1
2019-12-07 21:37:00,2
2019-12-07 22:14:00,1
2019-12-07 22:22:00,1
2019-12-07 22:35:00,1
2019-12-07 22:49:00,1
