91,select * from galSpecIndx where specObjId=#
2019-12-07 00:00:00,1
2019-12-07 00:07:00,1
2019-12-07 00:15:00,1
2019-12-07 00:16:00,2
2019-12-07 00:19:00,1
2019-12-07 00:20:00,3
2019-12-07 00:21:00,1
2019-12-07 00:26:00,1
2019-12-07 00:27:00,1
2019-12-07 00:31:00,1
2019-12-07 00:32:00,1
2019-12-07 00:37:00,1
2019-12-07 01:06:00,1
2019-12-07 01:46:00,1
2019-12-07 03:53:00,1
2019-12-07 04:38:00,1
2019-12-07 05:44:00,1
2019-12-07 05:56:00,1
2019-12-07 05:58:00,1
2019-12-07 06:03:00,1
2019-12-07 06:54:00,1
2019-12-07 08:05:00,1
2019-12-07 08:18:00,2
2019-12-07 08:20:00,2
2019-12-07 08:23:00,1
2019-12-07 09:02:00,1
2019-12-07 12:00:00,1
2019-12-07 12:06:00,1
2019-12-07 12:28:00,1
2019-12-07 12:33:00,2
2019-12-07 12:57:00,1
2019-12-07 13:02:00,1
2019-12-07 13:03:00,1
2019-12-07 13:04:00,1
2019-12-07 13:10:00,2
2019-12-07 13:12:00,1
2019-12-07 13:13:00,1
2019-12-07 13:14:00,2
2019-12-07 13:18:00,1
2019-12-07 13:19:00,2
2019-12-07 13:21:00,1
2019-12-07 13:25:00,3
2019-12-07 13:27:00,1
2019-12-07 13:29:00,2
2019-12-07 13:36:00,1
2019-12-07 13:54:00,1
2019-12-07 13:57:00,1
2019-12-07 14:10:00,1
2019-12-07 15:54:00,1
2019-12-07 16:05:00,1
2019-12-07 16:36:00,1
2019-12-07 19:19:00,1
2019-12-07 19:32:00,1
2019-12-07 20:10:00,1
2019-12-07 20:38:00,1
2019-12-07 21:11:00,1
2019-12-07 21:29:00,1
2019-12-07 21:33:00,1
2019-12-07 22:12:00,1
2019-12-07 22:14:00,2
2019-12-07 22:15:00,1
2019-12-07 22:16:00,1
2019-12-07 22:18:00,1
2019-12-07 22:19:00,2
2019-12-07 22:21:00,1
2019-12-07 22:23:00,1
2019-12-07 22:27:00,2
2019-12-07 22:28:00,1
2019-12-07 22:34:00,2
2019-12-07 22:35:00,2
2019-12-07 22:37:00,1
2019-12-07 22:41:00,2
2019-12-07 22:45:00,1
