50,select * from galSpecInfo where specObjId=#
2019-12-07 00:00:00,1
2019-12-07 00:05:00,1
2019-12-07 00:19:00,1
2019-12-07 00:24:00,1
2019-12-07 01:13:00,1
2019-12-07 01:27:00,1
2019-12-07 01:28:00,1
2019-12-07 01:39:00,1
2019-12-07 02:12:00,1
2019-12-07 03:40:00,1
2019-12-07 03:49:00,1
2019-12-07 04:20:00,1
2019-12-07 04:51:00,1
2019-12-07 05:51:00,1
2019-12-07 06:59:00,1
2019-12-07 08:38:00,1
2019-12-07 10:02:00,1
2019-12-07 10:27:00,1
2019-12-07 11:24:00,1
2019-12-07 11:27:00,1
2019-12-07 11:54:00,1
2019-12-07 11:58:00,1
2019-12-07 12:00:00,1
2019-12-07 12:06:00,1
2019-12-07 12:07:00,1
2019-12-07 12:25:00,1
2019-12-07 12:29:00,1
2019-12-07 12:31:00,1
2019-12-07 12:32:00,1
2019-12-07 12:33:00,1
2019-12-07 12:51:00,1
2019-12-07 13:02:00,1
2019-12-07 13:08:00,1
2019-12-07 14:01:00,1
2019-12-07 14:13:00,1
2019-12-07 14:42:00,1
2019-12-07 16:30:00,1
2019-12-07 17:18:00,1
2019-12-07 20:11:00,1
2019-12-07 20:50:00,1
2019-12-07 21:13:00,1
2019-12-07 21:16:00,1
2019-12-07 21:29:00,2
2019-12-07 21:31:00,1
2019-12-07 22:06:00,1
2019-12-07 22:16:00,1
2019-12-07 22:28:00,1
2019-12-07 22:38:00,1
2019-12-07 23:51:00,1
