3302,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-07 13:32:00,140
2019-12-07 13:33:00,143
2019-12-07 13:34:00,297
2019-12-07 13:35:00,75
2019-12-07 13:38:00,151
2019-12-07 13:39:00,36
2019-12-07 13:40:00,195
2019-12-07 13:45:00,128
2019-12-07 13:47:00,151
2019-12-07 13:48:00,82
2019-12-07 13:54:00,92
2019-12-07 13:55:00,164
2019-12-07 13:56:00,156
2019-12-07 14:01:00,297
2019-12-07 14:10:00,140
2019-12-07 14:12:00,31
2019-12-07 14:13:00,78
2019-12-07 14:23:00,118
2019-12-07 14:24:00,145
2019-12-07 14:26:00,113
2019-12-07 14:27:00,5
2019-12-07 14:30:00,121
2019-12-07 14:31:00,12
2019-12-07 14:32:00,204
2019-12-07 14:34:00,66
2019-12-07 14:35:00,83
2019-12-07 14:40:00,79
