20,select * from stellarMassPCAWiscM1# where specObjId=#
2019-12-07 00:07:00,1
2019-12-07 00:32:00,1
2019-12-07 01:16:00,1
2019-12-07 02:27:00,1
2019-12-07 02:30:00,1
2019-12-07 03:57:00,1
2019-12-07 04:12:00,1
2019-12-07 06:02:00,1
2019-12-07 06:28:00,1
2019-12-07 08:18:00,1
2019-12-07 09:18:00,1
2019-12-07 14:01:00,1
2019-12-07 14:49:00,1
2019-12-07 14:57:00,1
2019-12-07 16:04:00,1
2019-12-07 21:07:00,1
2019-12-07 22:09:00,1
2019-12-07 22:19:00,1
2019-12-07 23:29:00,1
2019-12-07 23:49:00,1
