66,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-12-07 00:07:00,1
2019-12-07 00:35:00,1
2019-12-07 00:56:00,3
2019-12-07 00:57:00,1
2019-12-07 01:17:00,1
2019-12-07 01:39:00,4
2019-12-07 02:00:00,2
2019-12-07 02:23:00,1
2019-12-07 02:36:00,1
2019-12-07 02:37:00,1
2019-12-07 02:51:00,1
2019-12-07 02:59:00,1
2019-12-07 04:22:00,1
2019-12-07 04:41:00,1
2019-12-07 05:24:00,1
2019-12-07 06:27:00,1
2019-12-07 06:37:00,1
2019-12-07 07:52:00,1
2019-12-07 08:00:00,2
2019-12-07 08:01:00,1
2019-12-07 08:20:00,1
2019-12-07 08:41:00,1
2019-12-07 09:24:00,1
2019-12-07 10:41:00,1
2019-12-07 12:10:00,3
2019-12-07 12:30:00,1
2019-12-07 12:51:00,2
2019-12-07 12:52:00,1
2019-12-07 13:11:00,3
2019-12-07 13:39:00,2
2019-12-07 13:40:00,1
2019-12-07 14:02:00,1
2019-12-07 14:03:00,2
2019-12-07 14:24:00,1
2019-12-07 15:07:00,1
2019-12-07 15:08:00,1
2019-12-07 15:35:00,3
2019-12-07 16:18:00,1
2019-12-07 16:40:00,1
2019-12-07 17:02:00,1
2019-12-07 18:09:00,1
2019-12-07 18:10:00,1
2019-12-07 19:13:00,1
2019-12-07 20:19:00,1
2019-12-07 20:20:00,1
2019-12-07 20:42:00,1
2019-12-07 21:01:00,2
2019-12-07 21:45:00,1
2019-12-07 23:47:00,1
