720,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-07 14:39:00,19
2019-12-07 14:40:00,34
2019-12-07 14:41:00,30
2019-12-07 14:42:00,29
2019-12-07 14:43:00,23
2019-12-07 14:44:00,23
2019-12-07 14:45:00,21
2019-12-07 14:46:00,21
2019-12-07 14:47:00,20
2019-12-07 14:48:00,17
2019-12-07 14:49:00,18
2019-12-07 14:50:00,17
2019-12-07 14:51:00,17
2019-12-07 14:52:00,17
2019-12-07 14:53:00,15
2019-12-07 14:54:00,16
2019-12-07 14:55:00,17
2019-12-07 14:56:00,16
2019-12-07 14:57:00,15
2019-12-07 14:58:00,15
2019-12-07 14:59:00,14
2019-12-07 15:00:00,12
2019-12-07 15:01:00,13
2019-12-07 15:02:00,13
2019-12-07 15:03:00,14
2019-12-07 15:04:00,13
2019-12-07 15:05:00,13
2019-12-07 15:06:00,13
2019-12-07 15:07:00,12
2019-12-07 15:08:00,11
2019-12-07 15:09:00,11
2019-12-07 15:10:00,11
2019-12-07 15:11:00,11
2019-12-07 15:12:00,12
2019-12-07 15:13:00,12
2019-12-07 15:14:00,12
2019-12-07 15:15:00,12
2019-12-07 15:16:00,11
2019-12-07 15:17:00,11
2019-12-07 15:18:00,11
2019-12-07 15:19:00,12
2019-12-07 15:20:00,11
2019-12-07 15:21:00,12
2019-12-07 15:22:00,12
2019-12-07 15:23:00,11
2019-12-07 15:24:00,12
2019-12-07 15:25:00,8
