18,"select name, type, description from DBObjects where  type in (&&&,&&&) and access=&&& and UPPER(name) like &&&"
2019-12-07 00:07:00,1
2019-12-07 00:18:00,1
2019-12-07 00:21:00,1
2019-12-07 00:35:00,1
2019-12-07 08:51:00,1
2019-12-07 09:18:00,1
2019-12-07 13:05:00,1
2019-12-07 13:20:00,1
2019-12-07 13:25:00,1
2019-12-07 13:54:00,2
2019-12-07 14:12:00,1
2019-12-07 14:44:00,1
2019-12-07 17:32:00,1
2019-12-07 22:06:00,1
2019-12-07 22:28:00,1
2019-12-07 22:29:00,1
2019-12-07 22:51:00,1
