335,"SELECT dbo.fInFootprintEq( #, #, # )"
2019-12-07 06:00:00,2
2019-12-07 06:01:00,3
2019-12-07 06:02:00,3
2019-12-07 06:03:00,3
2019-12-07 06:04:00,3
2019-12-07 06:05:00,3
2019-12-07 06:06:00,2
2019-12-07 06:07:00,3
2019-12-07 06:08:00,4
2019-12-07 06:09:00,3
2019-12-07 06:10:00,3
2019-12-07 06:11:00,4
2019-12-07 06:12:00,3
2019-12-07 06:13:00,3
2019-12-07 06:14:00,2
2019-12-07 06:15:00,3
2019-12-07 06:16:00,2
2019-12-07 06:17:00,2
2019-12-07 06:18:00,2
2019-12-07 06:19:00,3
2019-12-07 06:20:00,2
2019-12-07 06:21:00,2
2019-12-07 06:22:00,2
2019-12-07 06:23:00,2
2019-12-07 06:24:00,3
2019-12-07 06:25:00,3
2019-12-07 06:26:00,3
2019-12-07 06:27:00,4
2019-12-07 06:28:00,3
2019-12-07 06:29:00,4
2019-12-07 06:30:00,3
2019-12-07 06:31:00,4
2019-12-07 06:32:00,3
2019-12-07 06:33:00,3
2019-12-07 06:34:00,4
2019-12-07 06:35:00,4
2019-12-07 06:36:00,3
2019-12-07 06:37:00,3
2019-12-07 06:38:00,4
2019-12-07 06:39:00,4
2019-12-07 06:40:00,3
2019-12-07 06:41:00,4
2019-12-07 06:42:00,2
2019-12-07 06:43:00,4
2019-12-07 06:44:00,3
2019-12-07 06:45:00,2
2019-12-07 06:46:00,3
2019-12-07 06:47:00,3
2019-12-07 06:48:00,3
2019-12-07 06:49:00,2
2019-12-07 06:50:00,3
2019-12-07 06:51:00,3
2019-12-07 06:52:00,3
2019-12-07 06:53:00,3
2019-12-07 06:54:00,3
2019-12-07 06:55:00,4
2019-12-07 06:56:00,4
2019-12-07 06:57:00,3
2019-12-07 06:58:00,4
2019-12-07 06:59:00,4
2019-12-07 07:00:00,3
2019-12-07 07:01:00,2
2019-12-07 07:02:00,3
2019-12-07 07:03:00,2
2019-12-07 07:04:00,3
2019-12-07 07:05:00,3
2019-12-07 07:06:00,3
2019-12-07 07:07:00,3
2019-12-07 07:08:00,3
2019-12-07 07:09:00,3
2019-12-07 07:10:00,3
2019-12-07 07:11:00,3
2019-12-07 07:12:00,3
2019-12-07 07:13:00,2
2019-12-07 07:14:00,3
2019-12-07 07:15:00,3
2019-12-07 07:16:00,3
2019-12-07 07:17:00,3
2019-12-07 07:18:00,3
2019-12-07 07:19:00,4
2019-12-07 07:20:00,3
2019-12-07 07:21:00,3
2019-12-07 07:22:00,3
2019-12-07 07:23:00,2
2019-12-07 07:24:00,3
2019-12-07 07:25:00,3
2019-12-07 07:26:00,3
2019-12-07 07:27:00,3
2019-12-07 07:28:00,3
2019-12-07 07:29:00,1
2019-12-07 07:30:00,2
2019-12-07 07:31:00,3
2019-12-07 07:32:00,4
2019-12-07 07:33:00,4
2019-12-07 07:34:00,3
2019-12-07 07:35:00,3
2019-12-07 07:36:00,3
2019-12-07 07:37:00,2
2019-12-07 07:38:00,3
2019-12-07 07:39:00,3
2019-12-07 07:40:00,3
2019-12-07 07:41:00,3
2019-12-07 07:42:00,3
2019-12-07 07:43:00,3
2019-12-07 08:00:00,3
2019-12-07 19:03:00,1
2019-12-07 19:04:00,3
2019-12-07 19:05:00,2
2019-12-07 19:06:00,3
2019-12-07 19:07:00,3
2019-12-07 19:08:00,3
2019-12-07 19:09:00,3
2019-12-07 19:10:00,3
2019-12-07 19:11:00,2
