68,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-12-07 00:18:00,1
2019-12-07 00:43:00,22
2019-12-07 00:44:00,6
2019-12-07 02:06:00,14
2019-12-07 08:48:00,1
2019-12-07 09:40:00,1
2019-12-07 10:11:00,1
2019-12-07 10:25:00,1
2019-12-07 12:58:00,1
2019-12-07 13:33:00,1
2019-12-07 14:07:00,1
2019-12-07 14:19:00,1
2019-12-07 14:43:00,1
2019-12-07 14:48:00,1
2019-12-07 15:23:00,1
2019-12-07 16:47:00,5
2019-12-07 19:21:00,1
2019-12-07 19:25:00,1
2019-12-07 19:33:00,1
2019-12-07 20:58:00,1
2019-12-07 21:47:00,1
2019-12-07 22:41:00,2
2019-12-07 22:51:00,1
2019-12-07 23:31:00,1
