147,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-12-07 00:16:00,1
2019-12-07 00:17:00,1
2019-12-07 00:23:00,2
2019-12-07 00:27:00,2
2019-12-07 01:07:00,1
2019-12-07 01:08:00,1
2019-12-07 01:16:00,2
2019-12-07 01:24:00,2
2019-12-07 01:57:00,1
2019-12-07 01:58:00,1
2019-12-07 02:36:00,2
2019-12-07 02:45:00,1
2019-12-07 02:46:00,1
2019-12-07 02:51:00,2
2019-12-07 03:29:00,1
2019-12-07 03:30:00,1
2019-12-07 03:35:00,2
2019-12-07 04:01:00,1
2019-12-07 04:05:00,1
2019-12-07 04:06:00,1
2019-12-07 04:07:00,1
2019-12-07 04:15:00,2
2019-12-07 04:51:00,1
2019-12-07 05:34:00,1
2019-12-07 05:35:00,1
2019-12-07 05:39:00,1
2019-12-07 06:11:00,1
2019-12-07 06:47:00,1
2019-12-07 06:48:00,1
2019-12-07 06:51:00,1
2019-12-07 06:56:00,1
2019-12-07 07:31:00,1
2019-12-07 07:32:00,1
2019-12-07 07:41:00,1
2019-12-07 07:42:00,1
2019-12-07 07:49:00,2
2019-12-07 08:01:00,2
2019-12-07 08:04:00,1
2019-12-07 08:07:00,2
2019-12-07 08:09:00,1
2019-12-07 08:38:00,1
2019-12-07 09:06:00,2
2019-12-07 09:10:00,2
2019-12-07 09:18:00,2
2019-12-07 09:26:00,2
2019-12-07 09:48:00,1
2019-12-07 09:58:00,1
2019-12-07 09:59:00,1
2019-12-07 10:07:00,2
2019-12-07 10:11:00,1
2019-12-07 10:21:00,1
2019-12-07 10:29:00,1
2019-12-07 10:30:00,1
2019-12-07 11:04:00,1
2019-12-07 11:05:00,1
2019-12-07 11:41:00,1
2019-12-07 11:42:00,1
2019-12-07 11:49:00,1
2019-12-07 11:50:00,1
2019-12-07 11:51:00,1
2019-12-07 11:54:00,2
2019-12-07 12:28:00,1
2019-12-07 12:29:00,1
2019-12-07 12:30:00,1
2019-12-07 13:10:00,1
2019-12-07 13:26:00,1
2019-12-07 13:30:00,2
2019-12-07 13:32:00,1
2019-12-07 14:10:00,2
2019-12-07 14:21:00,1
2019-12-07 14:22:00,1
2019-12-07 14:25:00,2
2019-12-07 15:04:00,1
2019-12-07 15:10:00,2
2019-12-07 15:33:00,1
2019-12-07 15:34:00,1
2019-12-07 15:39:00,1
2019-12-07 15:40:00,1
2019-12-07 16:19:00,1
2019-12-07 16:20:00,1
2019-12-07 16:31:00,1
2019-12-07 16:36:00,2
2019-12-07 17:12:00,1
2019-12-07 17:13:00,1
2019-12-07 17:33:00,1
2019-12-07 18:12:00,1
2019-12-07 18:45:00,1
2019-12-07 18:46:00,1
2019-12-07 18:49:00,2
2019-12-07 19:27:00,1
2019-12-07 19:31:00,2
2019-12-07 19:41:00,1
2019-12-07 19:42:00,1
2019-12-07 19:55:00,1
2019-12-07 20:16:00,1
2019-12-07 20:20:00,2
2019-12-07 20:28:00,2
2019-12-07 20:36:00,1
2019-12-07 20:37:00,1
2019-12-07 21:11:00,2
2019-12-07 21:40:00,2
2019-12-07 21:42:00,1
2019-12-07 22:10:00,1
2019-12-07 22:11:00,1
2019-12-07 22:14:00,2
2019-12-07 22:20:00,1
2019-12-07 22:21:00,1
2019-12-07 22:48:00,1
2019-12-07 22:49:00,1
2019-12-07 22:52:00,2
2019-12-07 23:06:00,1
2019-12-07 23:08:00,2
2019-12-07 23:46:00,1
2019-12-07 23:47:00,1
2019-12-07 23:57:00,1
2019-12-07 23:58:00,1
