103,select * from ELRedshift where specObjId=#
2019-12-07 00:16:00,1
2019-12-07 00:45:00,1
2019-12-07 00:53:00,1
2019-12-07 04:41:00,1
2019-12-07 05:00:00,1
2019-12-07 05:46:00,1
2019-12-07 06:23:00,1
2019-12-07 07:36:00,1
2019-12-07 08:41:00,1
2019-12-07 09:26:00,1
2019-12-07 09:29:00,1
2019-12-07 09:58:00,1
2019-12-07 11:16:00,1
2019-12-07 12:07:00,1
2019-12-07 12:24:00,1
2019-12-07 12:50:00,1
2019-12-07 14:29:00,1
2019-12-07 14:48:00,1
2019-12-07 14:50:00,1
2019-12-07 14:52:00,1
2019-12-07 14:53:00,1
2019-12-07 14:54:00,2
2019-12-07 14:55:00,1
2019-12-07 14:56:00,2
2019-12-07 14:57:00,2
2019-12-07 14:58:00,2
2019-12-07 14:59:00,3
2019-12-07 15:02:00,1
2019-12-07 15:03:00,2
2019-12-07 15:04:00,1
2019-12-07 15:05:00,2
2019-12-07 15:06:00,1
2019-12-07 15:07:00,3
2019-12-07 15:08:00,2
2019-12-07 15:09:00,2
2019-12-07 15:10:00,2
2019-12-07 15:11:00,2
2019-12-07 15:12:00,1
2019-12-07 15:30:00,1
2019-12-07 15:33:00,2
2019-12-07 15:34:00,3
2019-12-07 15:35:00,2
2019-12-07 15:36:00,2
2019-12-07 15:37:00,2
2019-12-07 15:38:00,3
2019-12-07 15:39:00,2
2019-12-07 15:40:00,3
2019-12-07 15:41:00,2
2019-12-07 15:42:00,2
2019-12-07 15:43:00,3
2019-12-07 15:44:00,2
2019-12-07 15:50:00,1
2019-12-07 15:52:00,1
2019-12-07 15:53:00,1
2019-12-07 15:54:00,1
2019-12-07 15:55:00,1
2019-12-07 15:57:00,2
2019-12-07 15:58:00,2
2019-12-07 15:59:00,2
2019-12-07 16:01:00,1
2019-12-07 16:03:00,2
2019-12-07 16:05:00,1
2019-12-07 16:06:00,1
2019-12-07 16:07:00,1
2019-12-07 17:51:00,1
2019-12-07 18:51:00,1
2019-12-07 18:55:00,1
2019-12-07 19:42:00,1
2019-12-07 21:24:00,1
