488,select * from SpecLineIndex where specObjId=#
2019-12-07 00:00:00,1
2019-12-07 00:05:00,1
2019-12-07 00:07:00,1
2019-12-07 00:08:00,1
2019-12-07 00:12:00,1
2019-12-07 00:13:00,2
2019-12-07 00:14:00,1
2019-12-07 00:15:00,3
2019-12-07 00:19:00,1
2019-12-07 00:22:00,1
2019-12-07 00:23:00,2
2019-12-07 00:25:00,1
2019-12-07 00:27:00,1
2019-12-07 00:31:00,1
2019-12-07 00:32:00,1
2019-12-07 00:33:00,1
2019-12-07 00:35:00,2
2019-12-07 00:38:00,3
2019-12-07 00:40:00,1
2019-12-07 00:44:00,1
2019-12-07 00:54:00,1
2019-12-07 00:59:00,1
2019-12-07 01:04:00,2
2019-12-07 01:05:00,1
2019-12-07 01:07:00,1
2019-12-07 01:09:00,2
2019-12-07 01:17:00,2
2019-12-07 01:30:00,1
2019-12-07 01:42:00,1
2019-12-07 01:43:00,1
2019-12-07 05:05:00,1
2019-12-07 06:22:00,1
2019-12-07 07:10:00,1
2019-12-07 07:36:00,1
2019-12-07 07:54:00,1
2019-12-07 08:27:00,1
2019-12-07 08:35:00,1
2019-12-07 08:37:00,1
2019-12-07 08:39:00,1
2019-12-07 08:41:00,1
2019-12-07 09:22:00,1
2019-12-07 09:24:00,1
2019-12-07 09:31:00,1
2019-12-07 09:32:00,1
2019-12-07 09:58:00,1
2019-12-07 09:59:00,1
2019-12-07 10:00:00,1
2019-12-07 10:18:00,1
2019-12-07 10:21:00,3
2019-12-07 10:23:00,1
2019-12-07 11:31:00,2
2019-12-07 11:32:00,1
2019-12-07 11:34:00,1
2019-12-07 11:38:00,1
2019-12-07 11:54:00,3
2019-12-07 11:55:00,3
2019-12-07 11:57:00,1
2019-12-07 11:58:00,1
2019-12-07 11:59:00,1
2019-12-07 12:00:00,2
2019-12-07 12:01:00,5
2019-12-07 12:02:00,2
2019-12-07 12:03:00,1
2019-12-07 12:04:00,2
2019-12-07 12:05:00,3
2019-12-07 12:06:00,1
2019-12-07 12:07:00,1
2019-12-07 12:08:00,2
2019-12-07 12:09:00,3
2019-12-07 12:10:00,3
2019-12-07 12:11:00,4
2019-12-07 12:12:00,2
2019-12-07 12:13:00,3
2019-12-07 12:14:00,2
2019-12-07 12:15:00,2
2019-12-07 12:16:00,3
2019-12-07 12:17:00,2
2019-12-07 12:18:00,4
2019-12-07 12:19:00,1
2019-12-07 12:20:00,1
2019-12-07 12:21:00,3
2019-12-07 12:22:00,3
2019-12-07 12:23:00,1
2019-12-07 12:24:00,3
2019-12-07 12:25:00,2
2019-12-07 12:26:00,3
2019-12-07 12:27:00,2
2019-12-07 12:28:00,1
2019-12-07 12:30:00,1
2019-12-07 12:31:00,3
2019-12-07 12:32:00,4
2019-12-07 12:34:00,1
2019-12-07 12:35:00,2
2019-12-07 12:36:00,1
2019-12-07 12:37:00,1
2019-12-07 12:39:00,1
2019-12-07 12:40:00,2
2019-12-07 12:41:00,4
2019-12-07 12:42:00,6
2019-12-07 12:43:00,4
2019-12-07 12:44:00,5
2019-12-07 12:46:00,2
2019-12-07 12:47:00,2
2019-12-07 12:48:00,3
2019-12-07 12:50:00,3
2019-12-07 12:51:00,1
2019-12-07 12:52:00,3
2019-12-07 12:56:00,1
2019-12-07 12:57:00,2
2019-12-07 13:00:00,8
2019-12-07 13:01:00,2
2019-12-07 13:02:00,2
2019-12-07 13:06:00,2
