2080,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-11-20 00:00:00,12
2019-11-20 00:01:00,12
2019-11-20 00:02:00,11
2019-11-20 00:03:00,9
2019-11-20 00:04:00,11
2019-11-20 00:05:00,12
2019-11-20 00:06:00,12
2019-11-20 00:07:00,11
2019-11-20 00:08:00,10
2019-11-20 00:09:00,10
2019-11-20 00:10:00,10
2019-11-20 00:11:00,9
2019-11-20 00:12:00,10
2019-11-20 00:13:00,10
2019-11-20 00:14:00,10
2019-11-20 00:15:00,7
2019-11-20 00:16:00,10
2019-11-20 00:17:00,10
2019-11-20 00:18:00,9
2019-11-20 00:19:00,9
2019-11-20 00:20:00,10
2019-11-20 00:21:00,10
2019-11-20 00:22:00,10
2019-11-20 00:23:00,8
2019-11-20 00:24:00,8
2019-11-20 00:25:00,9
2019-11-20 00:26:00,10
2019-11-20 00:27:00,10
2019-11-20 00:28:00,9
2019-11-20 00:29:00,8
2019-11-20 00:30:00,9
2019-11-20 00:31:00,9
2019-11-20 00:32:00,9
2019-11-20 00:33:00,10
2019-11-20 00:34:00,10
2019-11-20 00:35:00,7
2019-11-20 00:36:00,8
2019-11-20 00:37:00,10
2019-11-20 00:38:00,9
2019-11-20 00:39:00,8
2019-11-20 00:40:00,10
2019-11-20 00:41:00,8
2019-11-20 00:42:00,10
2019-11-20 00:43:00,10
2019-11-20 00:44:00,8
2019-11-20 00:45:00,9
2019-11-20 00:46:00,8
2019-11-20 00:47:00,10
2019-11-20 00:48:00,10
2019-11-20 00:49:00,8
2019-11-20 00:50:00,10
2019-11-20 00:51:00,9
2019-11-20 00:52:00,9
2019-11-20 00:53:00,10
2019-11-20 00:54:00,8
2019-11-20 00:55:00,10
2019-11-20 00:56:00,9
2019-11-20 00:57:00,10
2019-11-20 00:58:00,9
2019-11-20 00:59:00,9
2019-11-20 01:00:00,10
2019-11-20 01:01:00,8
2019-11-20 01:02:00,9
2019-11-20 01:03:00,8
2019-11-20 01:04:00,9
2019-11-20 01:05:00,9
2019-11-20 01:06:00,9
2019-11-20 01:07:00,7
2019-11-20 01:08:00,9
2019-11-20 01:09:00,9
2019-11-20 01:10:00,9
2019-11-20 01:11:00,8
2019-11-20 01:12:00,10
2019-11-20 01:13:00,9
2019-11-20 01:14:00,10
2019-11-20 01:15:00,11
2019-11-20 01:16:00,10
2019-11-20 01:17:00,10
2019-11-20 01:18:00,10
2019-11-20 01:19:00,10
2019-11-20 01:20:00,11
2019-11-20 01:21:00,11
2019-11-20 01:22:00,10
2019-11-20 01:23:00,11
2019-11-20 01:24:00,11
2019-11-20 01:25:00,11
2019-11-20 01:26:00,11
2019-11-20 01:27:00,11
2019-11-20 01:28:00,11
2019-11-20 01:29:00,11
2019-11-20 01:30:00,12
2019-11-20 01:31:00,11
2019-11-20 01:32:00,11
2019-11-20 01:33:00,11
2019-11-20 01:34:00,11
2019-11-20 01:35:00,11
2019-11-20 01:36:00,12
2019-11-20 01:37:00,10
2019-11-20 01:38:00,12
2019-11-20 01:39:00,10
2019-11-20 01:40:00,10
2019-11-20 01:41:00,11
2019-11-20 01:42:00,10
2019-11-20 01:43:00,9
2019-11-20 01:44:00,11
2019-11-20 01:45:00,10
2019-11-20 01:46:00,10
2019-11-20 01:47:00,10
2019-11-20 01:48:00,10
2019-11-20 01:49:00,10
2019-11-20 01:50:00,10
2019-11-20 01:51:00,10
2019-11-20 01:52:00,11
2019-11-20 01:53:00,11
2019-11-20 01:54:00,11
2019-11-20 01:55:00,11
2019-11-20 01:56:00,10
2019-11-20 01:57:00,10
2019-11-20 01:58:00,10
2019-11-20 01:59:00,10
2019-11-20 02:00:00,10
2019-11-20 02:01:00,11
2019-11-20 02:02:00,13
2019-11-20 02:03:00,10
2019-11-20 02:04:00,11
2019-11-20 02:05:00,10
2019-11-20 02:06:00,9
