461,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-11-20 00:24:00,1
2019-11-20 00:25:00,2
2019-11-20 00:26:00,3
2019-11-20 00:27:00,3
2019-11-20 00:28:00,4
2019-11-20 00:30:00,5
2019-11-20 00:31:00,2
2019-11-20 00:32:00,5
2019-11-20 00:33:00,3
2019-11-20 00:34:00,3
2019-11-20 00:35:00,3
2019-11-20 00:36:00,5
2019-11-20 00:37:00,2
2019-11-20 00:38:00,8
2019-11-20 00:39:00,4
2019-11-20 00:40:00,7
2019-11-20 00:41:00,4
2019-11-20 00:43:00,8
2019-11-20 00:44:00,7
2019-11-20 00:45:00,6
2019-11-20 00:46:00,20
2019-11-20 00:47:00,12
2019-11-20 00:48:00,15
2019-11-20 00:49:00,15
2019-11-20 00:50:00,18
2019-11-20 00:51:00,8
2019-11-20 00:52:00,21
2019-11-20 00:53:00,30
2019-11-20 00:54:00,26
2019-11-20 00:55:00,18
2019-11-20 00:56:00,13
2019-11-20 00:57:00,7
2019-11-20 00:58:00,11
2019-11-20 00:59:00,6
2019-11-20 01:00:00,3
2019-11-20 01:01:00,7
2019-11-20 01:02:00,4
2019-11-20 01:04:00,23
2019-11-20 01:05:00,13
2019-11-20 01:07:00,7
2019-11-20 01:08:00,6
2019-11-20 01:09:00,16
2019-11-20 01:10:00,7
2019-11-20 01:11:00,3
2019-11-20 01:12:00,1
2019-11-20 01:13:00,5
2019-11-20 01:14:00,4
2019-11-20 01:15:00,6
2019-11-20 01:16:00,7
2019-11-20 01:17:00,3
2019-11-20 01:18:00,3
2019-11-20 01:19:00,11
2019-11-20 01:20:00,8
2019-11-20 01:21:00,2
2019-11-20 01:22:00,5
2019-11-20 01:32:00,1
2019-11-20 01:34:00,5
2019-11-20 01:35:00,2
2019-11-20 02:04:00,3
2019-11-20 02:08:00,1
