2747,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-20 00:47:00,9
2019-11-20 00:48:00,1
2019-11-20 01:35:00,12
2019-11-20 01:36:00,6
2019-11-20 01:47:00,1
2019-11-20 02:02:00,2
2019-11-20 02:03:00,2
2019-11-20 02:04:00,3
2019-11-20 02:05:00,2
2019-11-20 02:06:00,3
2019-11-20 02:07:00,2
2019-11-20 02:08:00,3
2019-11-20 02:09:00,2
2019-11-20 02:10:00,2
2019-11-20 02:11:00,3
2019-11-20 02:12:00,2
2019-11-20 02:13:00,2
2019-11-20 02:14:00,3
2019-11-20 02:15:00,3
2019-11-20 02:16:00,2
2019-11-20 02:17:00,3
2019-11-20 02:18:00,3
2019-11-20 02:19:00,2
2019-11-20 02:20:00,2
2019-11-20 02:21:00,2
2019-11-20 02:22:00,3
2019-11-20 02:23:00,2
2019-11-20 02:24:00,3
2019-11-20 02:25:00,3
2019-11-20 02:26:00,2
2019-11-20 02:27:00,3
2019-11-20 02:28:00,2
2019-11-20 02:29:00,3
2019-11-20 02:30:00,2
2019-11-20 02:31:00,2
2019-11-20 02:32:00,2
2019-11-20 02:33:00,3
2019-11-20 02:34:00,2
2019-11-20 02:35:00,3
2019-11-20 02:36:00,2
2019-11-20 02:37:00,3
2019-11-20 02:38:00,2
2019-11-20 02:39:00,3
2019-11-20 02:40:00,2
2019-11-20 02:41:00,2
2019-11-20 02:42:00,3
2019-11-20 02:43:00,2
2019-11-20 02:44:00,2
2019-11-20 02:45:00,3
2019-11-20 02:46:00,2
2019-11-20 02:47:00,3
2019-11-20 02:48:00,3
2019-11-20 02:49:00,2
2019-11-20 02:50:00,2
2019-11-20 02:51:00,3
2019-11-20 02:52:00,2
2019-11-20 02:53:00,3
2019-11-20 02:54:00,2
2019-11-20 02:55:00,2
2019-11-20 02:56:00,3
2019-11-20 02:57:00,2
2019-11-20 02:58:00,3
2019-11-20 02:59:00,3
2019-11-20 03:00:00,2
2019-11-20 03:01:00,2
2019-11-20 03:02:00,3
2019-11-20 03:03:00,2
2019-11-20 03:04:00,3
2019-11-20 03:05:00,3
2019-11-20 03:06:00,4
2019-11-20 03:07:00,4
2019-11-20 03:08:00,4
2019-11-20 03:09:00,5
2019-11-20 03:10:00,4
2019-11-20 03:11:00,4
2019-11-20 03:12:00,4
2019-11-20 03:13:00,4
2019-11-20 03:14:00,4
2019-11-20 03:15:00,4
2019-11-20 03:16:00,4
2019-11-20 03:17:00,5
2019-11-20 03:18:00,4
2019-11-20 03:19:00,5
2019-11-20 03:20:00,4
2019-11-20 03:21:00,4
2019-11-20 03:22:00,4
2019-11-20 03:23:00,4
2019-11-20 03:24:00,5
2019-11-20 03:25:00,4
2019-11-20 03:26:00,4
