4,"SELECT  p1.objid,   p1.profmean as pmean_#,   p1.profErr as perr_#,   p2.profmean as pmean_#,   p2.profErr as perr_#,   p3.profmean as pmean_#,   p3.profErr as perr_#,   p4.profmean as pmean_#,   p4.profErr as perr_#,   p5.profmean as pmean_#,   p5.profErr as perr_#,   p6.profmean as pmean_#,   p6.profErr as perr_#,   p7.profmean as pmean_#,   p7.profErr as perr_#,   p8.profmean as pmean_#,   p8.profErr as perr_#,   p9.profmean as pmean_#,   p9.profErr as perr_#  INTO mydb.nevin FROM fGetObjFromRect(#.,#.,#,#) as n    JOIN PhotoProfile as P1 ON n.objid = p1.objid   JOIN PhotoProfile as P2 ON n.objid = p2.objid   JOIN PhotoProfile as P3 ON n.objid = p3.objid   JOIN PhotoProfile as P4 ON n.objid = p4.objid   JOIN PhotoProfile as P5 ON n.objid = p5.objid   JOIN PhotoProfile as P6 ON n.objid = p6.objid   JOIN PhotoProfile as P7 ON n.objid = p7.objid   JOIN PhotoProfile as P8 ON n.objid = p8.objid   JOIN PhotoProfile as P9 ON n.objid = p9.objid  WHERE p1.band=#   and p2.band=#   and p3.band=#   and p4.band=#   and p5.band=#   and p6.band=#   and p7.band=#   and p8.band=#   and p9.band=#   and p1.bin=#   and p2.bin=#   and p3.bin=#   and p4.bin=#   and p5.bin=#   and p6.bin=#   and p7.bin=#   and p8.bin=#   and p9.bin=#"
2019-11-20 15:40:00,2
2019-11-20 15:45:00,2
